TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_1301_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1301_tasks_first_container,M_ReturnToGiver,,,
FM_C_1301_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1301_leg_A_task,FM_C_1301_leg_B_task,FM_C_1301_leg_C_task,,
FM_C_1301_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_fishing_village_50237,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1301_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_farm_village_50223,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1301_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_fishing_village_50205,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1302_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1302_tasks_first_container,M_ReturnToGiver,,,
FM_C_1302_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1302_leg_A_task,FM_C_1302_leg_B_task,FM_C_1302_leg_C_task,,
FM_C_1302_leg_A_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_fishing_village_50206,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1302_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_fishing_village_50237,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1302_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_farm_village_50203,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1303_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1303_tasks_first_container,M_ReturnToGiver,,,
FM_C_1303_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1303_leg_A_task,FM_C_1303_leg_B_task,FM_C_1303_leg_C_task,,
FM_C_1303_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_fishing_village_50237,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1303_leg_B_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_farm_mill_50202,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1303_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_fishing_village_50207,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1304_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1304_tasks_first_container,M_ReturnToGiver,,,
FM_C_1304_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1304_leg_A_task,FM_C_1304_leg_B_task,FM_C_1304_leg_C_task,,
FM_C_1304_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,ancient_ruins_50211,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1304_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_farm_village_50204,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1304_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,ancient_bridge_50215,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1305_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1305_tasks_first_container,M_ReturnToGiver,,,
FM_C_1305_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1305_leg_A_task,FM_C_1305_leg_B_task,FM_C_1305_leg_C_task,,
FM_C_1305_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,ancient_ruins_50235,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1305_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,ancient_ruins_50211,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1305_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,ancient_bridge_50215,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1306_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1306_tasks_first_container,M_ReturnToGiver,,,
FM_C_1306_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1306_leg_A_task,FM_C_1306_leg_B_task,FM_C_1306_leg_C_task,,
FM_C_1306_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,ancient_bridge_50215,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1306_leg_B_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_farm_mill_50202,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1306_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,ancient_ruins_50235,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1307_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1307_tasks_first_container,M_ReturnToGiver,,,
FM_C_1307_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1307_leg_A_task,FM_C_1307_leg_B_task,FM_C_1307_leg_C_task,,
FM_C_1307_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,weaversfen_temple_50338,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1307_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_fishing_village_50208,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1307_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,haunted_town_50201,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1308_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1308_tasks_first_container,M_ReturnToGiver,,,
FM_C_1308_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1308_leg_A_task,FM_C_1308_leg_B_task,FM_C_1308_leg_C_task,,
FM_C_1308_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_fishing_village_50208,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1308_leg_B_task,TaskKillContribution,,0,5,,,0,0,true,,haunted_town_50216,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1308_leg_C_task,TaskKillContribution,,0,5,,,0,0,true,,crater_corruptedruinedfort_50335,,true,0,,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1309_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1309_tasks_first_container,M_ReturnToGiver,,,
FM_C_1309_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1309_leg_A_task,FM_C_1309_leg_B_task,FM_C_1309_leg_C_task,,
FM_C_1309_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,weaversfen_temple_50338,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1309_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_fishing_village_50208,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1309_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,haunted_town_50216,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1310_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_C_1310_tasks_first_container,M_ReturnToGiver,,,
FM_C_1310_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_C_1310_leg_A_task,FM_C_1310_leg_B_task,FM_C_1310_leg_C_task,,
FM_C_1310_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,weaversfen_temple_50338,,true,0,,,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1310_leg_B_task,TaskKillContribution,,0,3,,,0,0,false,,wolf_den_50303,,true,0,,,,,,,,,Wolf_Black_13WF05,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1310_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,haunted_town_50201,,true,0,,,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1361_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1361_tasks_first_container,M_ReturnToGiver,,,
FM_1361_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1361_leg_A_task,FM_1361_leg_B_task,FM_1361_leg_C_task,,
FM_1361_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_1_13,,0,100,true,,ancient_bridge_50212,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1361_leg_B_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_2_13,,0,100,true,,abandoned_farm_village_50223,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1361_leg_C_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_3_13,,0,100,true,,abandoned_farm_village_50203,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1362_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1362_tasks_first_container,M_ReturnToGiver,,,
FM_1362_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1362_leg_A_task,FM_1362_leg_B_task,FM_1362_leg_C_task,,
FM_1362_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_4_13,,0,100,true,,abandoned_fishing_village_50206,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1362_leg_B_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_5_13,,0,100,true,,abandoned_farm_village_50203,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1362_leg_C_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_6_13,,0,100,true,,abandoned_fishing_village_50205,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1363_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1363_tasks_first_container,M_ReturnToGiver,,,
FM_1363_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1363_leg_A_task,FM_1363_leg_B_task,FM_1363_leg_C_task,,
FM_1363_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_7_13,,0,100,true,,ancient_ruins_50211,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1363_leg_B_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_8_13,,0,100,true,,ancient_bridge_50215,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1363_leg_C_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_9_13,,0,100,true,,ancient_bridge_50212,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1364_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1364_tasks_first_container,M_ReturnToGiver,,,
FM_1364_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1364_leg_A_task,FM_1364_leg_B_task,FM_1364_leg_C_task,,
FM_1364_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_10_13,,0,100,true,,ancient_bridge_50215,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1364_leg_B_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_11_13,,0,100,true,,abandoned_fishing_village_50206,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1364_leg_C_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_12_13,,0,100,true,,abandoned_farm_village_50204,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1365_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1365_tasks_first_container,M_ReturnToGiver,,,
FM_1365_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1365_leg_A_task,FM_1365_leg_B_task,FM_1365_leg_C_task,,
FM_1365_leg_A_task,TaskHaveAndReturnItems,,0,8,FM_loot_item_13_13,,0,100,true,,ancient_ruins_50235,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1365_leg_B_task,TaskHaveAndReturnItems,,0,8,FM_loot_item_14_13,,0,100,true,,ancient_ruins_50211,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1365_leg_C_task,TaskHaveAndReturnItems,,0,8,FM_loot_item_15_13,,0,100,true,,abandoned_farm_village_50204,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1366_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1366_tasks_first_container,M_ReturnToGiver,,,
FM_1366_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1366_leg_A_task,FM_1366_leg_B_task,FM_1366_leg_C_task,,
FM_1366_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_16_13,,0,100,true,,ancient_ruins_50236,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1366_leg_B_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_17_13,,0,100,true,,ancient_bridge_50215,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1366_leg_C_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_18_13,,0,100,true,,ancient_ruins_50211,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1367_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1367_tasks_first_container,M_ReturnToGiver,,,
FM_1367_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1367_leg_A_task,FM_1367_leg_B_task,FM_1367_leg_C_task,,
FM_1367_leg_A_task,TaskHaveAndReturnItems,,0,5,FM_loot_item_19_13,,0,100,true,,abandoned_fishing_village_50208,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1367_leg_B_task,TaskHaveAndReturnItems,,0,5,FM_loot_item_20_13,,0,100,true,,haunted_town_50201,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1367_leg_C_task,TaskHaveAndReturnItems,,0,5,FM_loot_item_21_13,,0,100,true,,crater_corruptedruinedfort_50335,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1368_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1368_tasks_first_container,M_ReturnToGiver,,,
FM_1368_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1368_leg_A_task,FM_1368_leg_B_task,FM_1368_leg_C_task,,
FM_1368_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_22_13,,0,100,true,,haunted_town_50201,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1368_leg_B_task,TaskHaveAndReturnItems,,0,5,FM_loot_item_23_13,,0,100,true,,crater_corruptedruinedfort_50335,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1368_leg_C_task,TaskHaveAndReturnItems,,0,2,FM_loot_item_24_13,,0,100,true,,weaversfen_temple_50338,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1369_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1369_tasks_first_container,M_ReturnToGiver,,,
FM_1369_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1369_leg_A_task,FM_1369_leg_B_task,FM_1369_leg_C_task,,
FM_1369_leg_A_task,TaskHaveAndReturnItems,,0,5,FM_loot_item_25_13,,0,100,true,,haunted_town_50216,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1369_leg_B_task,TaskHaveAndReturnItems,,0,5,FM_loot_item_26_13,,0,100,true,,abandoned_fishing_village_50208,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1369_leg_C_task,TaskHaveAndReturnItems,,0,5,FM_loot_item_27_13,,0,100,true,,crater_corruptedruinedfort_50335,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1370_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_1370_tasks_first_container,M_ReturnToGiver,,,
FM_1370_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_1370_leg_A_task,FM_1370_leg_B_task,FM_1370_leg_C_task,,
FM_1370_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_28_13,,0,100,true,,abandoned_fishing_village_50208,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1370_leg_B_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_29_13,,0,100,true,,haunted_town_50201,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_1370_leg_C_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_30_13,,0,100,true,,haunted_town_50216,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_S_1361_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_S_1361_tasks_first_container,M_ReturnToGiver,,,
