TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
99C_MSQ_03_AncientBridge_treasure_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_03_AncientBridge_partial_container,99C_MSQ_03_AncientBridge_puzzle_acheivement,99C_MSQ_03_AncientBridge_open_container,99C_MSQ_03_AncientBridge_lore2_container,
99C_MSQ_03_AncientBridge_partial_container,PartialTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_03_AncientBridge_impossible_task,99C_MSQ_03_AncientBridge_interact_container,,,
99C_MSQ_03_AncientBridge_impossible_task,TaskTriggerArea,,0,,1,,,0,,false,,,,,false,false,,,,,,IO_99C_MSQ_puzzle1_stone1,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_03_AncientBridge_open_container,,,0,true,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_interact_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_03_AncientBridge_interact_puzzle1_stone1,99C_MSQ_03_AncientBridge_interact_puzzle1_stone2,,,
99C_MSQ_03_AncientBridge_interact_puzzle1_stone1,TaskGatherCyclicState,,1,,1,Cyclic_99C_MSQ_puzzle1_stone1,,0,,true,,ancient_bridge_50215,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,true,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_interact_puzzle1_stone2,TaskGatherCyclicState,,1,,1,Cyclic_99C_MSQ_puzzle1_stone2,,2,,true,,ancient_bridge_50215,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,true,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_puzzle_acheivement,TaskUnlockAchievement,,0,,0,SwapActive_99C_Galahad_A,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_open_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_03_AncientBridge_open_container,,,1,false,false,0,,,,,,,,99C_MSQ_03_AncientBridge_interactPuzzleChest,99C_MSQ_03_AncientBridge_openPuzzleChest,99C_MSQ_03_AncientBridge_makeLoreVisible,,
99C_MSQ_03_AncientBridge_interactPuzzleChest,TaskGameEvent,,0,,1,,,0,,false,,,,,false,false,,,,,,IO_99C_MSQ2_AncientChest,,,IO_99C_MSQ2_AncientChest_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_03_AncientBridge_interactPuzzleChest,,11371.85 5551.02 108.19,0,false,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_openPuzzleChest,TaskUnlockAchievement,,0,,1,Unlock_Animation_AncientLockedChestOpen,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_makeLoreVisible,TaskUnlockAchievement,,0,,1,Swap_13_WeaversFen_Title_11_06_Lore_On,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_lore2_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_03_AncientBridge_readLore2,99C_MSQ_03_AncientBridge_voicedLore2,,,
99C_MSQ_03_AncientBridge_readLore2,TaskAchievement,,0,,1,Lore_unlock_13_WeaversFen_Title_11_06,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_03_AncientBridge_readLore2,,11371.65 5550.71 108.45,0,false,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_voicedLore2,TaskTriggerGameEvent,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,99C_Morgaine_VoicedLoreNote_06_interact,,,,,,,,,,,,,,,,,,,,,,,1,true,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_taken_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_03_AncientBridge_talk_GraceOMalley2,99C_MSQ_03_AncientBridge_trigger_Twillen,,,
99C_MSQ_03_AncientBridge_talk_GraceOMalley2,TaskConversationTopic,,0,,1,99C_Grace,,0,,false,,,,,false,false,,,,,,,99C_MSQ_03_Grace_EmptyChest,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_03_AncientBridge_talk_GraceOMalley2,,11350.17 5561.76 108.22,0,false,false,0,,,,,,,,,,,,
99C_MSQ_03_AncientBridge_trigger_Twillen,TaskGoToPOITag,,0,,1,,,0,,true,,WeaversFen_Settlement_01,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_03_AncientBridge_trigger_Twillen,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_04_Settlement01_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_04_Settlement01_GoToPOI,99C_MSQ_04_Settlement01_swap_container,99C_MSQ_04_Settlement01_talk_container,,
99C_MSQ_04_Settlement01_GoToPOI,TaskGoToPOITag,,0,,0,,,0,,true,,WeaversFen_Settlement_01,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_04_Settlement01_GoToPOI,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_04_Settlement01_swap_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_04_Settlement01_swapGraceA_Off,,,,
99C_MSQ_04_Settlement01_swapGraceA_Off,TaskUnlockAchievement,,0,,0,SwapActive_99C_Grace_A,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_04_Settlement01_talk_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_04_Settlement01_talk_FritzCromer,99C_MSQ_04_Settlement01_talk_RuxandracelRau,99C_MSQ_04_Settlement01_optional_container,,
99C_MSQ_04_Settlement01_talk_FritzCromer,TaskConversationTopic,,0,,1,99C_FritzCromer,,0,,false,,,,,false,false,,,,,,,99C_MSQ_04_FritzConversation,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_04_Settlement01_TalkToFritz,,11442.11 5362.41 47.84,0,false,false,0,,,,,,,,,,,,
99C_MSQ_04_Settlement01_talk_RuxandracelRau,TaskConversationTopic,,0,,1,99C_RuxandracelRau,,0,,false,,,,,false,false,,,,,,,99C_MSQ_04_RuxandraConversation,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_04_Settlement01_TalkToRuxandra,,11458.07 5326.75 46.69,0,false,false,0,,,,,,,,,,,,
99C_MSQ_04_Settlement01_optional_container,PartialTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_04_Settlement01_talk_BellaRuby,99C_MSQ_04_Settlement01_interact_inn,,,
99C_MSQ_04_Settlement01_talk_BellaRuby,TaskTriggerArea,,0,,1,,,0,,false,,,,,false,false,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Bella_Trigger,@99C_MSQ_04_Settlement01_TalkToBella,,11416.30 5218.95 42.59,0,false,false,0,,,,,,,,,,,,
99C_MSQ_04_Settlement01_interact_inn,TaskOpenUiScreen,,0,,1,,,0,,false,,WeaversFen_Settlement_01,,,false,false,,,,,,,InnInteractMenu,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_03_AncientBridge_interact_inn,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_05_FindMorgaine_travel_container,99C_MSQ_05_FindMorgaine_fight_SerBrytmar,99C_MSQ_05_FindMorgaine_torchgroup3_container,99C_MSQ_05_FindMorgaine_talk_Morgaine,99C_MSQ_05_FindMorgaine_swap_container
99C_MSQ_05_FindMorgaine_travel_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_05_FindMorgaine_torchgroup1_container,99C_MSQ_05_FindMorgaine_torchgroup2_container,,,
99C_MSQ_05_FindMorgaine_torchgroup1_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_05_FindMorgaine_interactTorchA,99C_MSQ_05_FindMorgaine_interactTorchB,99C_MSQ_05_FindMorgaine_interactTorchC,99C_MSQ_05_FindMorgaine_interactTorchD,99C_MSQ_05_FindMorgaine_interactTorchE
99C_MSQ_05_FindMorgaine_interactTorchA,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchA,,,IO_99C_MSQ2_CorpseTorchA_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11432.24 5160.49 42.24,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_interactTorchB,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchB,,,IO_99C_MSQ2_CorpseTorchB_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11414.02 5111.85 42.45,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_interactTorchC,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchC,,,IO_99C_MSQ2_CorpseTorchC_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11419.78 5054.84 40.5,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_interactTorchD,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchD,,,IO_99C_MSQ2_CorpseTorchD_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11463.92 5011.49 43.07,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_interactTorchE,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchE,,,IO_99C_MSQ2_CorpseTorchE_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11460.74 4961.84 41.44,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_torchgroup2_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_05_FindMorgaine_interactTorchF,99C_MSQ_05_FindMorgaine_interactTorchG,99C_MSQ_05_FindMorgaine_interactTorchH,,
99C_MSQ_05_FindMorgaine_interactTorchF,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchA,,,IO_99C_MSQ2_CorpseTorchA_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11460.16 4889.69 40.3,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_interactTorchG,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchB,,,IO_99C_MSQ2_CorpseTorchB_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11512.64 4849.87 42.1,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_interactTorchH,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchC,,,IO_99C_MSQ2_CorpseTorchC_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11547.92 4801.32 44.08,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_fight_SerBrytmar,TaskKillContribution,,0,,1,,,0,,false,,,,,false,false,,,,,,,,,Lost_Knight_Tank_Named_13WF05,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_fight_SerBrytmar,,11566.5 4822.27 46.82,0,false,false,0,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_torchgroup3_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_05_FindMorgaine_interactTorchI,99C_MSQ_05_FindMorgaine_interactTorchJ,99C_MSQ_05_FindMorgaine_trigger,,
99C_MSQ_05_FindMorgaine_interactTorchI,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchD,,,IO_99C_MSQ2_CorpseTorchD_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11578.75 4835.79 48.28,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_interactTorchJ,TaskGameEvent,,0,,1,,,0,,false,WeaversFen1,WeaversFen1,,,false,false,,,,,,IO_99C_MSQ2_CorpseTorchE,,,IO_99C_MSQ2_CorpseTorchE_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_interactTorches,,11606.95 4829.16 55.0,0,false,false,3,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_trigger,TaskTriggerArea,,0,,1,,,0,,false,,,,,false,false,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,MorgaineCaveExit_Trigger,@99C_MSQ_05_FindMorgaine_trigger,,11625.08 4823.09 54.92,0,false,false,0,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_talk_Morgaine,TaskConversationTopic,,0,,1,99C_Morgaine_A,,0,,false,,,,,false,false,,,,,,,99C_MSQ_05_Morgaine_CorpseCrone,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_05_FindMorgaine_talk_Morgaine,,11620.96 4817.90 54.78,0,false,false,0,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_swap_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_05_FindMorgaine_swapMorgaineA_Off,99C_MSQ_05_FindMorgaine_swapMorgaineB_On,99C_MSQ_05_FindMorgaine_swapGalahadD_Off,99C_MSQ_05_FindMorgaine_swapGalahadE_On,
99C_MSQ_05_FindMorgaine_swapMorgaineA_Off,TaskUnlockAchievement,,0,,0,SwapActive_99C_Morgaine_A,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_swapMorgaineB_On,TaskUnlockAchievement,,0,,0,SwapActive_99C_Morgaine_B,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_swapGalahadD_Off,TaskLockAchievement,,0,,0,SwapActive_99C_Galahad_D,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_05_FindMorgaine_swapGalahadE_On,TaskUnlockAchievement,,0,,0,SwapActive_99C_Galahad_E,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_06_WitchMagic_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_06_WitchMagic_taskcontainer,99C_MSQ_06_WitchMagic_trigger_whispers,,,
99C_MSQ_06_WitchMagic_taskcontainer,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_06_WitchMagic_interactRitualDevice,99C_MSQ_06_WitchMagic_interactRitualDevice2,99C_MSQ_06_WitchMagic_interactRitualDevice3,99C_MSQ_06_WitchMagic_destroyLost,
99C_MSQ_06_WitchMagic_interactRitualDevice,TaskGameEvent,,0,,1,,,0,,false,,,,,false,false,,,,,,IO_99C_MSQ2_RitualObject,,,IO_99C_MSQ2_RitualObject_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_06_WitchMagic_interactRitualDevice,,11381.30 4436.35 40.78,0,false,false,0,,,,,,,,,,,,
99C_MSQ_06_WitchMagic_interactRitualDevice2,TaskGameEvent,,0,,1,,,0,,false,,,,,false,false,,,,,,IO_99C_MSQ2_RitualObject2,,,IO_99C_MSQ2_RitualObject2_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_06_WitchMagic_interactRitualDevice2,,11348.68 4670.00 45.23,0,false,false,0,,,,,,,,,,,,
99C_MSQ_06_WitchMagic_interactRitualDevice3,TaskGameEvent,,0,,1,,,0,,false,,,,,false,false,,,,,,IO_99C_MSQ2_RitualObject3,,,IO_99C_MSQ2_RitualObject3_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_06_WitchMagic_interactRitualDevice3,,11140.19 4745.23 44.06,0,false,false,0,,,,,,,,,,,,
99C_MSQ_06_WitchMagic_destroyLost,TaskKillContribution,,0,,7,,,0,,true,WeaversFen6,WeaversFen6,,,false,false,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@99C_MSQ_06_WitchMagic_destroyLost,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_06_WitchMagic_trigger_whispers,TaskTriggerGameEvent,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,99C_Isabella_whisper_WF_02_interact,,,,,,,,,,,,,,,,,,,,,,,1,true,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_07_DestroyBarrier_barrier_container,99C_MSQ_07_DestroyBarrier_interactBarrier,99C_MSQ_07_DestroyBarrier_swap_container,99C_MSQ_07_DestroyBarrier_talk_Morgaine,99C_MSQ_07_DestroyBarrier_cinematic_container
99C_MSQ_07_DestroyBarrier_barrier_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_07_DestroyBarrier_takeDownBarrier,99C_MSQ_07_DestroyBarrier_DoorAlwaysOn,,,
99C_MSQ_07_DestroyBarrier_takeDownBarrier,TaskGameEvent,,0,,1,,,0,,false,,,,,false,false,,,,,,IO_99C_MSQ2_MorgainesCaveDoor,,,IO_99C_MSQ2_MorgainesCaveDoor_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_07_DestroyBarrier_takeDownBarrier,,11625.08 4823.09 54.92,0,false,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_DoorAlwaysOn,TaskUnlockAchievement,,0,,0,99C_Unlock_MorgainesCave,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_interactBarrier,TaskTriggerArea,,0,,1,,,0,,false,,gracewatercave_50233,,,false,false,,,,,,IO_99C_MSQ2_MorgainesCaveDoor_Permanent,,Enter,,,,,,,,,,,,,,,,,,,,MorgaineCave_Trigger,@99C_MSQ_07_DestroyBarrier_interactBarrier,,11625.08 4823.09 54.92,0,false,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_swap_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_07_DestroyBarrier_swapGalahadE_Off,99C_MSQ_07_DestroyBarrier_swapGalahadD_On,,,
99C_MSQ_07_DestroyBarrier_swapGalahadE_Off,TaskLockAchievement,,0,,0,SwapActive_99C_Galahad_E,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_swapGalahadD_On,TaskUnlockAchievement,,0,,0,SwapActive_99C_Galahad_D,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_talk_Morgaine,TaskConversationTopic,,0,,1,99C_Morgaine_B,,0,,false,,gracewatercave_50233,,,false,false,,,,,,,99C_MSQ_07_Morgaine_Vision,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_07_DestroyBarrier_talk_Morgaine,,11655.52 4828.40 55.21,0,false,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_cinematic_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_07_DestroyBarrier_2Dcinematic_achievement,99C_MSQ_07_DestroyBarrier_2Dcinematic,,,
99C_MSQ_07_DestroyBarrier_2Dcinematic_achievement,TaskUnlockAchievement,,0,,0,99C_MorgaineCinematic_Unlock,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_07_DestroyBarrier_2Dcinematic,TaskInteract,,0,,1,,,0,,false,,gracewatercave_50233,,,false,false,,,,,,IO_99C_MorgainesTruth_CinematicStart,,,IO_99C_MorgainesTruth_CinematicStart_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_07_DestroyBarrier_2Dcinematic,,11639.92 4835.46 55.27,0,true,true,0,,,,,,,,,,,,
99C_MSQ_08_Settlement02_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,IO_99C_MSQ2_MorgainesCaveDoor_Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_08_Settlement02_travel_container,99C_MSQ_08_Settlement02_talk_Galahad,99C_MSQ_08_Settlement02_swap_container,,
99C_MSQ_08_Settlement02_travel_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_08_Settlement02_partialcontainer_forReset,99C_MSQ_08_Settlement02_trigger_Twillen1,,,
99C_MSQ_08_Settlement02_partialcontainer_forReset,PartialTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_08_Settlement02_interactBarrier,99C_MSQ_08_Settlement02_trigger_Twillen,,,
99C_MSQ_08_Settlement02_interactBarrier,TaskTriggerArea,,0,,1,,,0,,false,,,,,false,false,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,MorgaineCaveExit_Trigger,@99C_MSQ_08_Settlement02_interactBarrier,,11625.08 4823.09 54.92,0,false,false,0,,,,,,,,,,,,
99C_MSQ_08_Settlement02_trigger_Twillen,TaskGoToPOITag,,0,,1,,,0,,true,,WeaversFen_Settlement_01,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_08_Settlement02_trigger_Twillen,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_08_Settlement02_trigger_Twillen1,TaskGoToPOITag,,0,,1,,,0,,true,,WeaversFen_Settlement_01,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_08_Settlement02_trigger_Twillen,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_08_Settlement02_talk_Galahad,TaskConversationTopic,,0,,1,99C_Galahad_D,,0,,false,,WeaversFen_Settlement_01,,,false,false,,,,,,,99C_MSQ_08_Galahad_Convince,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_08_Settlement02_talk_Galahad,,11453.92 5352.66 47.84,0,false,false,0,,,,,,,,,,,,
99C_MSQ_08_Settlement02_swap_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_07_DestroyBarrier_swapGalahadD_Off,99C_MSQ_08_Settlement02_swapMorgaineB_Off,99C_MSQ_08_Settlement02_swapMorgaineC_On,,
99C_MSQ_07_DestroyBarrier_swapGalahadD_Off,TaskLockAchievement,,0,,1,SwapActive_99C_Galahad_D,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_08_Settlement02_swapMorgaineB_Off,TaskLockAchievement,,0,,0,SwapActive_99C_Morgaine_B,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_08_Settlement02_swapMorgaineC_On,TaskUnlockAchievement,,0,,0,SwapActive_99C_Morgaine_C,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
