StatusID,DisplayName,Description,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,PotencyPerLevel,HideHudDurationNumbers,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,DamageSkipsDeathsDoor,Health,HealthMin,HealthModifierPercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,DontApplyOnEndEffectOnRemove,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction ,DisableAllPerks
thirsty,@thirsty_DisplayName,@thirsty_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
dehydrated,@dehydrated_DisplayName,@dehydrated_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
rested,@rested_DisplayName,@rested_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
warm,@warm_DisplayName,@warm_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
hot,@hot_DisplayName,@hot_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
overheated,@overheated_DisplayName,@overheated_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
cool,@cool_DisplayName,@cool_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
cold,@cold_DisplayName,@cold_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
freezing,@freezing_DisplayName,@freezing_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
daytimeHeat,@daytimeHeat_DisplayName,@daytimeHeat_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
nighttimeCold,@nighttimeCold_DisplayName,@nighttimeCold_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
PushableLifeTime,,,,,,false,,,0,,,false,false,,false,0.30000001192092896,0.30000001192092896,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.3,0.30000001192092896,,,1,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
affixTestAllStats,@affixTestAllStats_DisplayName,@affixTestAllStats_Description,,,,false,,,0,,,false,false,,false,-1,0,false,,,,0,,,,,,0,,,,false,35,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0.125,3,1,1,1,0.25,0,0,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.30000001192092896,0,,General=0.5+Gathering=0.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
Status_Common_Bleed,@Status_Bleed,@Status_Bleed_Description,Debuff+Bleed+Dot,lyshineui/images/status/SE_BleedT2.png,TRUE,true,StatFX_Wound_ON,StatFX_Wound_OFF,0,,,false,false,,false,6,1,false,,,,0,,,,,,0,,,,false,0,0,0,-0.07079999893903732,,0,,,Standard,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,,,,,,false,true,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,12,FALSE,TRUE,TRUE,3,,FALSE,0,false,0,0,,,,,,1,1,TRUE,,,,,,,,,,false,false,false
Status_Common_Haste,@Status_Haste,@Status_Haste_Description,Buff+Haste,lyshineui/images/status/SE_Haste.png,1,true,StatFX_Haste_ON,,0,,,false,false,,false,3,1,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,6,,,,1,,1,1,false,0.10000000149011612,0.10000000149011612,,,,,,2,2,,,,,,,,,,,false,false,false
Status_Common_Fortify,@Status_Fortify,@Status_Fortify_Description,Buff+Fortify,lyshineui/images/status/SE_FortifyT3.png,1,true,StatFX_Fortify_ON,,0,,,false,false,,false,5,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,10,,,1,1,,1,0,false,0,0,,,,,,2,2,1,,,,,,,,,,false,false,false
Status_Common_Empower,@Status_Empower,@Status_Empower_Description,Buff+Empower,lyshineui/images/status/SE_EmpowerT2.png,1,true,StatFX_Empower_ON,,0,,,false,false,,false,5,1,false,,,,1,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05,0,0,0,0,0,0,1,10,0,,,1,,1,0,false,0,0,,,,,,2,2,1,,,,,,,,,,false,false,false
Dungeon_ArcaneBarrierProtection,@Dungeon_ArcaneBarrierProtection,@Dungeon_ArcaneBarrierProtection_Description,AzothStaff+Uninterruptible,lyshineui/images/status/SE_PlaceholderTimer.png,1,true,Dungeon_Arcane_Barrier_Protection,,0,,,false,false,,false,180,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,DungeonStatusInteractArcaneProtection,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,1,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,false,0,0,,,,,,2,2,1,,,,,,,,,,false,false,false
Dungeon_ArcaneProtectionReapply,,,,,,false,,,0,,,false,false,,false,0.5,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,Dungeon_ArcaneBarrierProtection,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,,,,,,false,false,,,,,Dungeon_ArcaneBarrierProtection,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
Dungeon_AzothWaterCleanse,@Dungeon_AzothWaterCleanse,@Dungeon_AzothWaterCleanse_Description,Buff+Fortify,lyshineui/images/status/SE_PlaceholderTimer.png,1,true,,,0,,,false,false,,false,3600,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,false,0,0,,,,,,1,1,1,,,,,,,,,,false,false,false
Dungeon_PurifyingFlame,@Dungeon_PurifyingFlame,@Dungeon_PurifyingFlame_Description,AzothStaff+Uninterruptible,lyshineui/images/status/SE_FireDMGT1.png,1,true,,,0,Fire,,false,false,,false,900,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,1,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,2,2,1,,,,,,,,,,false,false,false
Dungeon_FallToDeath,@Dungeon_FallToDeath,,,,,false,,,0,,,false,false,,false,-1,0.5,false,,,,0,,,,,,0,,,,true,0,0,-1,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,true,0,0,,,,,,0,0,,,,,,,,,,,true,false,false
Dungeon_RelicBubble,@Dungeon_RelicBubble,@Dungeon_RelicBubble_Description,AzothStaff+Uninterruptible,lyshineui/images/status/SE_FireDMGT1.png,1,true,Dungeon_Corruption_Bubble_Protection,Dungeon_Corruption_Bubble_Protection OFF,0,Void,,false,false,,false,180,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,Dungeon_RelicBubbleRelease,false,DungeonStatusInteractRelicBubble,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,1,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,0,0,false,0,0,,,,,,2,2,1,,,,,,,,,,false,false,false
Dungeon_RelicBubbleDrop,,,,,,false,,,0,,,false,false,,false,0.5,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,DungeonStatusInteractRelicBubbleDrop,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
Dungeon_LaserBeamDeath,,,,,,false,,,0,,,false,false,,false,-1,0.25,false,,Dungeon_LaserBeamDeath_RemoveImmortal,,0,,,,,,0,,,,true,0,0,-1,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,,,,,,false,false,,,,,Hatchet_Berserk_Immortal,Immortal+Uninterruptible,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,true,0,0,,,,,,0,0,,,,,,,,,,,true,false,false
Dungeon_LaserBeamDeath_RemoveImmortal,,,,,,false,,,0,,,false,false,,false,-1,0.5,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,,,,,,false,false,,,,,Hatchet_Berserk_Immortal,Immortal+Uninterruptible,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,true,0,0,,,,,,0,0,,,,,,,,,,,true,false,false
Dungeon_RelicBubbleRelease,,,,,,false,,,0,,,false,false,,false,3,0,false,,,,0,,,,,,0,,,,false,0,0,0,0,,0,,,,,,,false,,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,,,,,,false,false,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,1,,1,0,false,0,0,,,,,,0,0,,,,,,,,,,,false,false,false
