ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_LegendaryStrength_Sickle,@Skin_LegendaryStrength_Sickle_Name,Weapon,,@Skin_LegendaryStrength_Sickle_Description,EquippableTool+Axe+Sickle,,,,0,0,0,0,0,0,Skin_Sickle,,,,0,0,,,,,,,,,,,0,,0,0,0,Sickle,UI_Tools,,,1hSickleLegendaryStrengthT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryStrength_Pickaxe,@Skin_LegendaryStrength_Pickaxe_Name,Weapon,,@Skin_LegendaryStrength_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,0,0,0,0,0,0,Skin_Pick,,,,0,0,,,,,,,,,,,0,,0,0,0,2hPickAxe,UI_Tools,,,1hPickaxeLegendaryStrengthT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryStrength_LoggingAxe,@Skin_LegendaryStrength_LoggingAxe_Name,Weapon,,@Skin_LegendaryStrength_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,0,0,0,0,0,0,Skin_LoggingAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,2hLoggingAxe,UI_Tools,,,2hLoggingAxeLegendaryStrengthT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryStrength_FishingPole,@Skin_LegendaryStrength_FishingPole_Name,Weapon,,@Skin_LegendaryStrength_FishingPole_Description,EquippableTool+FishingPole,,,,0,0,0,0,0,0,Skin_FishingPole,,,,0,0,,,,,,,,,,,0,,0,0,0,FishingPole,UI_Tools,,,2hFishingPole_LegendaryStrength,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryStrength_AzothScepter,@Skin_LegendaryStrength_AzothScepter_Name,Weapon,,@Skin_LegendaryStrength_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,0,0,0,0,0,0,Skin_AzothStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,AzothStaff,UI_Tools,,,2hAzothScepterLegendaryStrengthT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryAzoth_SkinningKnife,@Skin_LegendaryAzoth_SkinningKnife_Name,Weapon,,@Skin_LegendaryAzoth_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,0,0,0,0,0,0,Skin_SkinningKnife,,,,0,0,,,,,,,,,,,0,,0,0,0,SkinningKnife,UI_Tools,,,1hSkinningKnifeLegendaryAzothT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryAzoth_Sickle,@Skin_LegendaryAzoth_Sickle_Name,Weapon,,@Skin_LegendaryAzoth_Sickle_Description,EquippableTool+Axe+Sickle,,,,0,0,0,0,0,0,Skin_Sickle,,,,0,0,,,,,,,,,,,0,,0,0,0,Sickle,UI_Tools,,,1hSickleLegendaryAzothT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryAzoth_Pickaxe,@Skin_LegendaryAzoth_Pickaxe_Name,Weapon,,@Skin_LegendaryAzoth_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,0,0,0,0,0,0,Skin_Pick,,,,0,0,,,,,,,,,,,0,,0,0,0,2hPickAxe,UI_Tools,,,1hPickaxeLegendaryAzothT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryAzoth_LoggingAxe,@Skin_LegendaryAzoth_LoggingAxe_Name,Weapon,,@Skin_LegendaryAzoth_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,0,0,0,0,0,0,Skin_LoggingAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,2hLoggingAxe,UI_Tools,,,2hLoggingAxeLegendaryAzothT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryAzoth_FishingPole,@Skin_LegendaryAzoth_FishingPole_Name,Weapon,,@Skin_LegendaryAzoth_FishingPole_Description,EquippableTool+FishingPole,,,,0,0,0,0,0,0,Skin_FishingPole,,,,0,0,,,,,,,,,,,0,,0,0,0,FishingPole,UI_Tools,,,2hFishingPole_LegendaryAzoth,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_LegendaryAzoth_AzothScepter,@Skin_LegendaryAzoth_AzothScepter_Name,Weapon,,@Skin_LegendaryAzoth_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,0,0,0,0,0,0,Skin_AzothStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,AzothStaff,UI_Tools,,,2hAzothScepterLegendaryAzothT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_WinterConvergence_SkinningKnife,@Skin_WinterConvergence_SkinningKnife_Name,Weapon,,@Skin_WinterConvergence_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,0,0,0,0,0,0,Skin_SkinningKnife,,,,0,0,,,,,,,,,,,0,,0,0,0,SkinningKnife,UI_Tools,,,1hSkinningKnifeWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_WinterConvergence_Sickle,@Skin_WinterConvergence_Sickle_Name,Weapon,,@Skin_WinterConvergence_Sickle_Description,EquippableTool+Axe+Sickle,,,,0,0,0,0,0,0,Skin_Sickle,,,,0,0,,,,,,,,,,,0,,0,0,0,Sickle,UI_Tools,,,1hSickleWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_WinterConvergence_Pickaxe,@Skin_WinterConvergence_Pickaxe_Name,Weapon,,@Skin_WinterConvergence_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,0,0,0,0,0,0,Skin_Pick,,,,0,0,,,,,,,,,,,0,,0,0,0,2hPickAxe,UI_Tools,,,1hPickaxeWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_WinterConvergence_LoggingAxe,@Skin_WinterConvergence_LoggingAxe_Name,Weapon,,@Skin_WinterConvergence_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,0,0,0,0,0,0,Skin_LoggingAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,2hLoggingAxe,UI_Tools,,,2hLoggingAxeWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_WinterConvergence_FishingPole,@Skin_WinterConvergence_FishingPole_Name,Weapon,,@Skin_WinterConvergence_FishingPole_Description,EquippableTool+FishingPole,,,,0,0,0,0,0,0,Skin_FishingPole,,,,0,0,,,,,,,,,,,0,,0,0,0,FishingPole,UI_Tools,,,2hFishingPole_WinterConvergence,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_WinterConvergence_AzothScepter,@Skin_WinterConvergence_AzothScepter_Name,Weapon,,@Skin_WinterConvergence_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,0,0,0,0,0,0,Skin_AzothStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,AzothStaff,UI_Tools,,,2hAzothScepterWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_WinterOutfit01,@Skin_Chest_WinterOutfit01_MasterName,Armor,,@Skin_Chest_WinterOutfit01_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_winteroutfit01_chest,f_winteroutfit01_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_WinterOutfit01,@Skin_Head_WinterOutfit01_MasterName,Armor,,@Skin_Head_WinterOutfit01_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit01_head,f_winteroutfit01_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_WinterOutfit01,@Skin_Legs_WinterOutfit01_MasterName,Armor,,@Skin_Legs_WinterOutfit01_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit01_legs,f_winteroutfit01_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_WinterOutfit01,@Skin_Feet_WinterOutfit01_MasterName,Armor,,@Skin_Feet_WinterOutfit01_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit01_feet,f_winteroutfit01_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_WinterOutfit01,@Skin_Hands_WinterOutfit01_MasterName,Armor,,@Skin_Hands_WinterOutfit01_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit01_gloves,f_winteroutfit01_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_WinterOutfit02,@Skin_Chest_WinterOutfit02_MasterName,Armor,,@Skin_Chest_WinterOutfit02_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_winteroutfit02_chest,f_winteroutfit02_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_WinterOutfit02,@Skin_Head_WinterOutfit02_MasterName,Armor,,@Skin_Head_WinterOutfit02_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit02_head,f_winteroutfit02_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_WinterOutfit02,@Skin_Legs_WinterOutfit02_MasterName,Armor,,@Skin_Legs_WinterOutfit02_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit02_legs,f_winteroutfit02_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_WinterOutfit02,@Skin_Feet_WinterOutfit02_MasterName,Armor,,@Skin_Feet_WinterOutfit02_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit02_feet,f_winteroutfit02_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_WinterOutfit02,@Skin_Hands_WinterOutfit02_MasterName,Armor,,@Skin_Hands_WinterOutfit02_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit02_gloves,f_winteroutfit02_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_WinterOutfit03,@Skin_Chest_WinterOutfit03_MasterName,Armor,,@Skin_Chest_WinterOutfit03_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_winteroutfit03_chest,f_winteroutfit03_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_WinterOutfit03,@Skin_Head_WinterOutfit03_MasterName,Armor,,@Skin_Head_WinterOutfit03_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit03_head,f_winteroutfit03_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_WinterOutfit03,@Skin_Legs_WinterOutfit03_MasterName,Armor,,@Skin_Legs_WinterOutfit03_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit03_legs,f_winteroutfit03_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_WinterOutfit03,@Skin_Feet_WinterOutfit03_MasterName,Armor,,@Skin_Feet_WinterOutfit03_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit03_feet,f_winteroutfit03_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_WinterOutfit03,@Skin_Hands_WinterOutfit03_MasterName,Armor,,@Skin_Hands_WinterOutfit03_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_winteroutfit03_gloves,f_winteroutfit03_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_WC_Cloak,@Skin_Chest_WC_Cloak_MasterName,Armor,,@Skin_Chest_WC_Cloak_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_winterwanderer_chest,f_winterwanderer_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_WarSpecial,@Skin_Chest_WarSpecial_MasterName,Armor,,@Skin_Chest_WarSpecial_Description,EquippableChest,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_warspecialassassin_chest,f_warspecialassassin_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_WarSpecial,@Skin_Head_WarSpecial_MasterName,Armor,,@Skin_Head_WarSpecial_Description,EquippableHead,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_warspecialassassin_head,f_warspecialassassin_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_WarSpecial,@Skin_Legs_WarSpecial_MasterName,Armor,,@Skin_Legs_WarSpecial_Description,EquippableLegs,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_warspecialassassin_legs,f_warspecialassassin_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_WarSpecial,@Skin_Feet_WarSpecial_MasterName,Armor,,@Skin_Feet_WarSpecial_Description,EquippableFeet,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_warspecialassassin_feet,f_warspecialassassin_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_WarSpecial,@Skin_Hands_WarSpecial_MasterName,Armor,,@Skin_Hands_WarSpecial_Description,EquippableHands,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_warspecialassassin_gloves,f_warspecialassassin_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_ClassicRPGWizard,@Skin_Chest_ClassicRPGWizard_MasterName,Armor,,@Skin_Chest_ClassicRPGWizard_Description,EquippableChest,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgwizard_chest,f_classicrpgwizard_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_ClassicRPGWizard,@Skin_Head_ClassicRPGWizard_MasterName,Armor,,@Skin_Head_ClassicRPGWizard_Description,EquippableHead,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgwizard_head,f_classicrpgwizard_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_ClassicRPGWizard,@Skin_Legs_ClassicRPGWizard_MasterName,Armor,,@Skin_Legs_ClassicRPGWizard_Description,EquippableLegs,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgwizard_legs,f_classicrpgwizard_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_ClassicRPGWizard,@Skin_Feet_ClassicRPGWizard_MasterName,Armor,,@Skin_Feet_ClassicRPGWizard_Description,EquippableFeet,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgwizard_feet,f_classicrpgwizard_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_ClassicRPGWizard,@Skin_Hands_ClassicRPGWizard_MasterName,Armor,,@Skin_Hands_ClassicRPGWizard_Description,EquippableHands,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgwizard_gloves,f_classicrpgwizard_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_ClassicRPGBard,@Skin_Chest_ClassicRPGBard_MasterName,Armor,,@Skin_Chest_ClassicRPGBard_Description,EquippableChest,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgbard_chest,f_classicrpgbard_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_ClassicRPGBard,@Skin_Head_ClassicRPGBard_MasterName,Armor,,@Skin_Head_ClassicRPGBard_Description,EquippableHead,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgbard_head,f_classicrpgbard_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_ClassicRPGBard,@Skin_Legs_ClassicRPGBard_MasterName,Armor,,@Skin_Legs_ClassicRPGBard_Description,EquippableLegs,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgbard_legs,f_classicrpgbard_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_ClassicRPGBard,@Skin_Feet_ClassicRPGBard_MasterName,Armor,,@Skin_Feet_ClassicRPGBard_Description,EquippableFeet,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgbard_feet,f_classicrpgbard_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_ClassicRPGBard,@Skin_Hands_ClassicRPGBard_MasterName,Armor,,@Skin_Hands_ClassicRPGBard_Description,EquippableHands,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgbard_gloves,f_classicrpgbard_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_ClassicRPGRogue,@Skin_Chest_ClassicRPGRogue_MasterName,Armor,,@Skin_Chest_ClassicRPGRogue_Description,EquippableChest,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgrogue_chest,f_classicrpgrogue_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_ClassicRPGRogue,@Skin_Head_ClassicRPGRogue_MasterName,Armor,,@Skin_Head_ClassicRPGRogue_Description,EquippableHead,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgrogue_head,f_classicrpgrogue_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_ClassicRPGRogue,@Skin_Legs_ClassicRPGRogue_MasterName,Armor,,@Skin_Legs_ClassicRPGRogue_Description,EquippableLegs,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgrogue_legs,f_classicrpgrogue_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_ClassicRPGRogue,@Skin_Feet_ClassicRPGRogue_MasterName,Armor,,@Skin_Feet_ClassicRPGRogue_Description,EquippableFeet,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgrogue_feet,f_classicrpgrogue_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_ClassicRPGRogue,@Skin_Hands_ClassicRPGRogue_MasterName,Armor,,@Skin_Hands_ClassicRPGRogue_Description,EquippableHands,,,,0,0,0,0,0,0,GenericItemSkin,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_classicrpgrogue_gloves,f_classicrpgrogue_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Rapier_Holiday_Dec21,@Skin_Rapier_Holiday_Dec21_MasterName,Weapon,,@Skin_Rapier_Holiday_Dec21_Description,EquippableMainHand+Rapier+Melee,,,,0,0,0,0,0,0,Skin_Rapier,,,,0,0,,,,,,,,,,,0,,0,0,0,Rapier,UI_Weapon,,,1hRapierWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Spear_Holiday_Dec21,@Skin_Spear_Holiday_Dec21_MasterName,Weapon,,@Skin_Spear_Holiday_Dec21_Description,EquippableTwoHand+Spear+Melee,,,,0,0,0,0,0,0,Skin_Spear,,,,0,0,,,,,,,,,,,0,,0,0,0,Spear,UI_Weapon,,,2hSpearWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Bow_Holiday_Dec21,@Skin_Bow_Holiday_Dec21_MasterName,Weapon,,@Skin_Bow_Holiday_Dec21_Description,EquippableTwoHand+Bow+Ranged,,,,0,0,0,0,0,0,Skin_Bow,,,,0,0,,,,,,,,,,,0,,0,0,0,Bow,UI_Weapon,,,2hBowWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hatchet_Holiday_Dec21,@Skin_Hatchet_Holiday_Dec21_MasterName,Weapon,,@Skin_Hatchet_Holiday_Dec21_Description,EquippableMainHand+Hatchet+Melee,,,,0,0,0,0,0,0,Skin_Hatchet,,,,0,0,,,,,,,,,,,0,,0,0,0,ThrowingAxe,UI_Weapon,,,1hHatchetWinterConvergenceT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_IceGaunt_Holiday_Dec21,@Skin_IceGaunt_Holiday_Dec21_MasterName,Weapon,,@Skin_IceGaunt_Holiday_Dec21_Description,EquippableMainHand+IceMagic+Magic,,,,0,0,0,0,0,0,Skin_IceGauntlet,,,,0,0,,,,,,,,,,,0,,0,0,0,Gauntlet,UI_Weapon,,,2hIceGauntletWinterConvergenceT5,,0,0,,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
