Level,DisplayName,RequiredLevel,MaximumInfluence,InfluenceCost,CurrencyCost,SanityCheck,GameEventId,RecipeLevel,RollBonus,GatheringMultiplier,GatheringEfficiency,IconTypeUnlock,IsMilestone,Tooltip,EntitlementId,XpReward
354,,0,8250,8250,0,true,,0,3540,0,2.990000009536743,,false,,,2400
355,,0,8250,8250,0,true,,0,3550,0,3,,false,,,2406
356,,0,8250,8250,0,true,,0,3560,0,3.009999990463257,,false,,,2413
357,,0,8250,8250,0,true,,0,3570,0,3.0199999809265137,,false,,,2419
358,,0,8250,8250,0,true,,0,3580,0,3.0299999713897705,,false,,,2425
359,,0,8250,8250,0,true,,0,3590,0,3.0399999618530273,,false,,,2431
360,,0,8250,8250,0,true,,0,3600,0,3.049999952316284,,false,,,2438
361,,0,8250,8250,0,true,,0,3610,0,3.059999942779541,,false,,,2444
362,,0,8250,8250,0,true,,0,3620,0,3.069999933242798,,false,,,2450
363,,0,8250,8250,0,true,,0,3630,0,3.0799999237060547,,false,,,2456
364,,0,8250,8250,0,true,,0,3640,0,3.0899999141693115,,false,,,2463
365,,0,8250,8250,0,true,,0,3650,0,3.0999999046325684,,false,,,2469
366,,0,8250,8250,0,true,,0,3660,0,3.109999895095825,,false,,,2475
367,,0,8250,8250,0,true,,0,3670,0,3.119999885559082,,false,,,2481
368,,0,8250,8250,0,true,,0,3680,0,3.130000114440918,,false,,,2488
369,,0,8250,8250,0,true,,0,3690,0,3.140000104904175,,false,,,2494
370,,0,8250,8250,0,true,,0,3700,0,3.1500000953674316,,false,,,2500
371,,0,8250,8250,0,true,,0,3710,0,3.1600000858306885,,false,,,2506
372,,0,8250,8250,0,true,,0,3720,0,3.1700000762939453,,false,,,2513
373,,0,8250,8250,0,true,,0,3730,0,3.180000066757202,,false,,,2519
374,,0,8250,8250,0,true,,0,3740,0,3.190000057220459,,false,,,2525
375,,0,8250,8250,0,true,,0,3750,0,3.200000047683716,,false,,,2531
376,,0,8250,8250,0,true,,0,3760,0,3.2100000381469727,,false,,,2538
377,,0,8250,8250,0,true,,0,3770,0,3.2200000286102295,,false,,,2544
378,,0,8250,8250,0,true,,0,3780,0,3.2300000190734863,,false,,,2550
379,,0,8250,8250,0,true,,0,3790,0,3.240000009536743,,false,,,2556
380,,0,8250,8250,0,true,,0,3800,0,3.25,,false,,,2563
381,,0,8250,8250,0,true,,0,3810,0,3.259999990463257,,false,,,2569
382,,0,8250,8250,0,true,,0,3820,0,3.2699999809265137,,false,,,2575
383,,0,8250,8250,0,true,,0,3830,0,3.2799999713897705,,false,,,2581
384,,0,8250,8250,0,true,,0,3840,0,3.2899999618530273,,false,,,2588
385,,0,8250,8250,0,true,,0,3850,0,3.299999952316284,,false,,,2594
386,,0,8250,8250,0,true,,0,3860,0,3.309999942779541,,false,,,2600
387,,0,8250,8250,0,true,,0,3870,0,3.319999933242798,,false,,,2606
388,,0,8250,8250,0,true,,0,3880,0,3.3299999237060547,,false,,,2613
389,,0,8250,8250,0,true,,0,3890,0,3.3399999141693115,,false,,,2619
390,,0,8250,8250,0,true,,0,3900,0,3.3499999046325684,,false,,,2625
391,,0,8250,8250,0,true,,0,3910,0,3.359999895095825,,false,,,2631
392,,0,8250,8250,0,true,,0,3920,0,3.369999885559082,,false,,,2638
393,,0,8250,8250,0,true,,0,3930,0,3.380000114440918,,false,,,2644
394,,0,8250,8250,0,true,,0,3940,0,3.390000104904175,,false,,,2650
395,,0,8250,8250,0,true,,0,3950,0,3.4000000953674316,,false,,,2656
396,,0,8250,8250,0,true,,0,3960,0,3.4100000858306885,,false,,,2663
397,,0,8250,8250,0,true,,0,3970,0,3.4200000762939453,,false,,,2669
398,,0,8250,8250,0,true,,0,3980,0,3.430000066757202,,false,,,2675
399,,0,8250,8250,0,true,,0,3990,0,3.440000057220459,,false,,,2681
400,,0,8250,8250,0,true,,0,4000,0,3.450000047683716,,false,,,2688
401,,0,8250,8250,0,true,,0,4010,0,3.4600000381469727,,false,,,2694
402,,0,8250,8250,0,true,,0,4020,0,3.4700000286102295,,false,,,2700
403,,0,8250,8250,0,true,,0,4030,0,3.4800000190734863,,false,,,2706
404,,0,8250,8250,0,true,,0,4040,0,3.490000009536743,,false,,,2713
405,,0,8250,8250,0,true,,0,4050,0,3.5,,false,,,2719
406,,0,8250,8250,0,true,,0,4060,0,3.509999990463257,,false,,,2725
407,,0,8250,8250,0,true,,0,4070,0,3.5199999809265137,,false,,,2731
408,,0,8250,8250,0,true,,0,4080,0,3.5299999713897705,,false,,,2738
409,,0,8250,8250,0,true,,0,4090,0,3.5399999618530273,,false,,,2744
410,,0,8250,8250,0,true,,0,4100,0,3.549999952316284,,false,,,2750
411,,0,8250,8250,0,true,,0,4110,0,3.559999942779541,,false,,,2756
412,,0,8250,8250,0,true,,0,4120,0,3.569999933242798,,false,,,2763
413,,0,8250,8250,0,true,,0,4130,0,3.5799999237060547,,false,,,2769
414,,0,8250,8250,0,true,,0,4140,0,3.5899999141693115,,false,,,2775
415,,0,8250,8250,0,true,,0,4150,0,3.5999999046325684,,false,,,2781
416,,0,8250,8250,0,true,,0,4160,0,3.609999895095825,,false,,,2788
417,,0,8250,8250,0,true,,0,4170,0,3.619999885559082,,false,,,2794
418,,0,8250,8250,0,true,,0,4180,0,3.630000114440918,,false,,,2800
419,,0,8250,8250,0,true,,0,4190,0,3.640000104904175,,false,,,2806
420,,0,8250,8250,0,true,,0,4200,0,3.6500000953674316,,false,,,2813
421,,0,8250,8250,0,true,,0,4210,0,3.6600000858306885,,false,,,2819
422,,0,8250,8250,0,true,,0,4220,0,3.6700000762939453,,false,,,2825
423,,0,8250,8250,0,true,,0,4230,0,3.680000066757202,,false,,,2831
424,,0,8250,8250,0,true,,0,4240,0,3.690000057220459,,false,,,2838
425,,0,8250,8250,0,true,,0,4250,0,3.700000047683716,,false,,,2844
426,,0,8250,8250,0,true,,0,4260,0,3.7100000381469727,,false,,,2850
427,,0,8250,8250,0,true,,0,4270,0,3.7200000286102295,,false,,,2856
428,,0,8250,8250,0,true,,0,4280,0,3.7300000190734863,,false,,,2863
429,,0,8250,8250,0,true,,0,4290,0,3.740000009536743,,false,,,2869
430,,0,8250,8250,0,true,,0,4300,0,3.75,,false,,,2875
431,,0,8250,8250,0,true,,0,4310,0,3.759999990463257,,false,,,2881
432,,0,8250,8250,0,true,,0,4320,0,3.7699999809265137,,false,,,2888
433,,0,8250,8250,0,true,,0,4330,0,3.7799999713897705,,false,,,2894
434,,0,8250,8250,0,true,,0,4340,0,3.7899999618530273,,false,,,2900
435,,0,8250,8250,0,true,,0,4350,0,3.799999952316284,,false,,,2906
436,,0,8250,8250,0,true,,0,4360,0,3.809999942779541,,false,,,2913
437,,0,8250,8250,0,true,,0,4370,0,3.819999933242798,,false,,,2919
438,,0,8250,8250,0,true,,0,4380,0,3.8299999237060547,,false,,,2925
439,,0,8250,8250,0,true,,0,4390,0,3.8399999141693115,,false,,,2931
440,,0,8250,8250,0,true,,0,4400,0,3.8499999046325684,,false,,,2938
441,,0,8250,8250,0,true,,0,4410,0,3.859999895095825,,false,,,2944
442,,0,8250,8250,0,true,,0,4420,0,3.869999885559082,,false,,,2950
443,,0,8250,8250,0,true,,0,4430,0,3.880000114440918,,false,,,2956
444,,0,8250,8250,0,true,,0,4440,0,3.890000104904175,,false,,,2963
445,,0,8250,8250,0,true,,0,4450,0,3.9000000953674316,,false,,,2969
446,,0,8250,8250,0,true,,0,4460,0,3.9100000858306885,,false,,,2975
447,,0,8250,8250,0,true,,0,4470,0,3.9200000762939453,,false,,,2981
448,,0,8250,8250,0,true,,0,4480,0,3.930000066757202,,false,,,2988
449,,0,8250,8250,0,true,,0,4490,0,3.940000057220459,,false,,,2994
450,,0,8250,8250,0,true,,0,4500,0,3.950000047683716,,false,,,3000
451,,0,8250,8250,0,true,,0,4510,0,3.9600000381469727,,false,,,3006
452,,0,8250,8250,0,true,,0,4520,0,3.9700000286102295,,false,,,3013
453,,0,8250,8250,0,true,,0,4530,0,3.9800000190734863,,false,,,3019
454,,0,8250,8250,0,true,,0,4540,0,3.990000009536743,,false,,,3025
455,,0,8250,8250,0,true,,0,4550,0,4,,false,,,3031
456,,0,8250,8250,0,true,,0,4560,0,4.010000228881836,,false,,,3038
457,,0,8250,8250,0,true,,0,4570,0,4.019999980926514,,false,,,3044
458,,0,8250,8250,0,true,,0,4580,0,4.03000020980835,,false,,,3050
459,,0,8250,8250,0,true,,0,4590,0,4.039999961853027,,false,,,3056
460,,0,8250,8250,0,true,,0,4600,0,4.050000190734863,,false,,,3063
461,,0,8250,8250,0,true,,0,4610,0,4.059999942779541,,false,,,3069
462,,0,8250,8250,0,true,,0,4620,0,4.070000171661377,,false,,,3075
463,,0,8250,8250,0,true,,0,4630,0,4.079999923706055,,false,,,3081
464,,0,8250,8250,0,true,,0,4640,0,4.090000152587891,,false,,,3088
465,,0,8250,8250,0,true,,0,4650,0,4.099999904632568,,false,,,3094
466,,0,8250,8250,0,true,,0,4660,0,4.110000133514404,,false,,,3100
467,,0,8250,8250,0,true,,0,4670,0,4.119999885559082,,false,,,3106
468,,0,8250,8250,0,true,,0,4680,0,4.130000114440918,,false,,,3113
469,,0,8250,8250,0,true,,0,4690,0,4.139999866485596,,false,,,3119
470,,0,8250,8250,0,true,,0,4700,0,4.150000095367432,,false,,,3125
471,,0,8250,8250,0,true,,0,4710,0,4.159999847412109,,false,,,3131
472,,0,8250,8250,0,true,,0,4720,0,4.170000076293945,,false,,,3138
473,,0,8250,8250,0,true,,0,4730,0,4.179999828338623,,false,,,3144
474,,0,8250,8250,0,true,,0,4740,0,4.190000057220459,,false,,,3150
475,,0,8250,8250,0,true,,0,4750,0,4.199999809265137,,false,,,3156
476,,0,8250,8250,0,true,,0,4760,0,4.210000038146973,,false,,,3163
477,,0,8250,8250,0,true,,0,4770,0,4.21999979019165,,false,,,3169
478,,0,8250,8250,0,true,,0,4780,0,4.230000019073486,,false,,,3175
479,,0,8250,8250,0,true,,0,4790,0,4.239999771118164,,false,,,3181
480,,0,8250,8250,0,true,,0,4800,0,4.25,,false,,,3188
481,,0,8250,8250,0,true,,0,4810,0,4.260000228881836,,false,,,3194
482,,0,8250,8250,0,true,,0,4820,0,4.269999980926514,,false,,,3200
483,,0,8250,8250,0,true,,0,4830,0,4.28000020980835,,false,,,3206
484,,0,8250,8250,0,true,,0,4840,0,4.289999961853027,,false,,,3213
485,,0,8250,8250,0,true,,0,4850,0,4.300000190734863,,false,,,3219
486,,0,8250,8250,0,true,,0,4860,0,4.309999942779541,,false,,,3225
487,,0,8250,8250,0,true,,0,4870,0,4.320000171661377,,false,,,3231
488,,0,8250,8250,0,true,,0,4880,0,4.329999923706055,,false,,,3238
489,,0,8250,8250,0,true,,0,4890,0,4.340000152587891,,false,,,3244
490,,0,8250,8250,0,true,,0,4900,0,4.349999904632568,,false,,,3250
491,,0,8250,8250,0,true,,0,4910,0,4.360000133514404,,false,,,3256
492,,0,8250,8250,0,true,,0,4920,0,4.369999885559082,,false,,,3263
493,,0,8250,8250,0,true,,0,4930,0,4.380000114440918,,false,,,3269
494,,0,8250,8250,0,true,,0,4940,0,4.389999866485596,,false,,,3275
495,,0,8250,8250,0,true,,0,4950,0,4.400000095367432,,false,,,3281
496,,0,8250,8250,0,true,,0,4960,0,4.409999847412109,,false,,,3288
497,,0,8250,8250,0,true,,0,4970,0,4.420000076293945,,false,,,3294
498,,0,8250,8250,0,true,,0,4980,0,4.429999828338623,,false,,,3300
499,,0,8250,8250,0,true,,0,4990,0,4.440000057220459,,false,,,3306
500,,0,14850,8250,0,true,,0,5000,0,4.449999809265137,,false,,,3313
