RowPlaceholders,Bucket1,Tag1,MatchOne1,RewardId1,Entitlement1,GameEvent1,Item1,Name1,Description1,Quantity1,CategoricalProgressionId1,BuyCategoricalProgressionCost1,RandomWeights1,RollOnPresent1,IconPath1,UseLevelGS1,BudgetContribution1,Type1,SelectOnceOnly1,ExcludeTypeStage1,ExcludeTypeShop1,Bucket2,Tag2,MatchOne2,RewardId2,Entitlement2,GameEvent2,Item2,Name2,Description2,Quantity2,CategoricalProgressionId2,BuyCategoricalProgressionCost2,RandomWeights2,RollOnPresent2,IconPath2,UseLevelGS2,BudgetContribution2,Type2,SelectOnceOnly2,ExcludeTypeStage2,ExcludeTypeShop2,Bucket3,Tag3,MatchOne3,RewardId3,Entitlement3,GameEvent3,Item3,Name3,Description3,Quantity3,CategoricalProgressionId3,BuyCategoricalProgressionCost3,RandomWeights3,RollOnPresent3,IconPath3,UseLevelGS3,BudgetContribution3,Type3,SelectOnceOnly3,ExcludeTypeStage3,ExcludeTypeShop3
DATA141,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA142,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA143,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA144,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA145,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA146,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA147,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA148,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA149,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA150,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA151,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA152,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA153,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA154,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA155,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA156,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA157,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA158,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA159,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA160,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA161,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA162,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA163,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA164,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA165,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA166,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA167,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA168,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA169,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA170,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA171,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA172,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA173,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA174,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA175,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA176,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA177,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA178,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA179,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA180,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA181,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA182,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA183,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA184,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA185,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA186,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA187,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA188,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA189,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA190,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA191,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA192,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA193,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA194,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA195,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA196,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA198,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA199,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
DATA200,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,,,,false,,,,,,,0,,0,0,false,,false,0,,false,,
