MetaAchievementId,ReadyForSteam,SteamApiName,Type,Predecessor MetaAchievementIds,ProgressId,ProgressIdParent,UIDisplayCategory,Title,Description,Hidden Text,Notification Verbosity,Tier,Icon,Entitlement Id,AchievePoints,Total,VitalsCategories,Categorical Progression,LorePagesTopicIds,TradeskillType,ItemClass,TrueFalse,QuestGroupTag,GameEventType,TerritoryId,IsPvp,InGroup,FactionType,MissionGoalType,GameModeId,GameModeResult,AttributeType,AchievementsID,AchievementCategory
PVP_FactionMissions_ByTerritory_Brightwood3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brightwood,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title3,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,100,,,,,,false,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brightwood4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brightwood,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title4,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,250,,,,,,false,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brightwood5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brightwood,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brightwood_title5,@ui_metachievement_pvpfactionmissions_brightwood_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brightwood1.png,,0,500,,,,,,false,,,2,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brimstone1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_Brimstone,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brimstone_title1,@ui_metachievement_pvpfactionmissions_brimstone_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brimstone1.png,,0,25,,,,,,false,,,16,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brimstone2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brimstone,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brimstone_title2,@ui_metachievement_pvpfactionmissions_brimstone_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brimstone1.png,,0,50,,,,,,false,,,16,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brimstone3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brimstone,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brimstone_title3,@ui_metachievement_pvpfactionmissions_brimstone_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brimstone1.png,,0,100,,,,,,false,,,16,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brimstone4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brimstone,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brimstone_title4,@ui_metachievement_pvpfactionmissions_brimstone_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brimstone1.png,,0,250,,,,,,false,,,16,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Brimstone5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Brimstone,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_brimstone_title5,@ui_metachievement_pvpfactionmissions_brimstone_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Brimstone1.png,,0,500,,,,,,false,,,16,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_CutlassKey,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title1,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,25,,,,,,false,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title2,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,50,,,,,,false,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title3,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,100,,,,,,false,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title4,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,250,,,,,,false,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_CutlassKey5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_CutlassKey,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_cutlasskey_title5,@ui_metachievement_pvpfactionmissions_cutlasskey_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_CutlassKey1.png,,0,500,,,,,,false,,,10,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Edengrove1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_Edengrove,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_edengrove_title1,@ui_metachievement_pvpfactionmissions_edengrove_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Edengrove1.png,,0,25,,,,,,false,,,14,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Edengrove2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Edengrove,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_edengrove_title2,@ui_metachievement_pvpfactionmissions_edengrove_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Edengrove1.png,,0,50,,,,,,false,,,14,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Edengrove3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Edengrove,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_edengrove_title3,@ui_metachievement_pvpfactionmissions_edengrove_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Edengrove1.png,,0,100,,,,,,false,,,14,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Edengrove4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Edengrove,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_edengrove_title4,@ui_metachievement_pvpfactionmissions_edengrove_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Edengrove1.png,,0,250,,,,,,false,,,14,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Edengrove5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Edengrove,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_edengrove_title5,@ui_metachievement_pvpfactionmissions_edengrove_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Edengrove1.png,,0,500,,,,,,false,,,14,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Everfall1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_Everfall,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_everfall_title1,@ui_metachievement_pvpfactionmissions_everfall_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Everfall1.png,,0,25,,,,,,false,,,4,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Everfall2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Everfall,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_everfall_title2,@ui_metachievement_pvpfactionmissions_everfall_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Everfall1.png,,0,50,,,,,,false,,,4,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Everfall3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Everfall,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_everfall_title3,@ui_metachievement_pvpfactionmissions_everfall_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Everfall1.png,,0,100,,,,,,false,,,4,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Everfall4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Everfall,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_everfall_title4,@ui_metachievement_pvpfactionmissions_everfall_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Everfall1.png,,0,250,,,,,,false,,,4,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Everfall5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Everfall,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_everfall_title5,@ui_metachievement_pvpfactionmissions_everfall_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Everfall1.png,,0,500,,,,,,false,,,4,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_FirstLight1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_FirstLight,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_firstlight_title1,@ui_metachievement_pvpfactionmissions_firstlight_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_FirstLight1.png,,0,25,,,,,,false,,,9,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_FirstLight2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_FirstLight,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_firstlight_title2,@ui_metachievement_pvpfactionmissions_firstlight_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_FirstLight1.png,,0,50,,,,,,false,,,9,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_FirstLight3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_FirstLight,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_firstlight_title3,@ui_metachievement_pvpfactionmissions_firstlight_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_FirstLight1.png,,0,100,,,,,,false,,,9,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_FirstLight4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_FirstLight,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_firstlight_title4,@ui_metachievement_pvpfactionmissions_firstlight_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_FirstLight1.png,,0,250,,,,,,false,,,9,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_FirstLight5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_FirstLight,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_firstlight_title5,@ui_metachievement_pvpfactionmissions_firstlight_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_FirstLight1.png,,0,500,,,,,,false,,,9,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_GreatCleave1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_GreatCleave,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_greatcleave_title1,@ui_metachievement_pvpfactionmissions_greatcleave_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_GreatCleave1.png,,0,25,,,,,,false,,,3,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_GreatCleave2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_GreatCleave,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_greatcleave_title2,@ui_metachievement_pvpfactionmissions_greatcleave_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_GreatCleave1.png,,0,50,,,,,,false,,,3,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_GreatCleave3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_GreatCleave,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_greatcleave_title3,@ui_metachievement_pvpfactionmissions_greatcleave_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_GreatCleave1.png,,0,100,,,,,,false,,,3,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_GreatCleave4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_GreatCleave,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_greatcleave_title4,@ui_metachievement_pvpfactionmissions_greatcleave_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_GreatCleave1.png,,0,250,,,,,,false,,,3,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_GreatCleave5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_GreatCleave,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_greatcleave_title5,@ui_metachievement_pvpfactionmissions_greatcleave_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_GreatCleave1.png,,0,500,,,,,,false,,,3,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_MonarchsBluffs1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_MonarchsBluffs,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_monarchbluff_title1,@ui_metachievement_pvpfactionmissions_monarchbluff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_MonarchsBluff1.png,,0,25,,,,,,false,,,12,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_MonarchsBluffs2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_MonarchsBluffs,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_monarchbluff_title2,@ui_metachievement_pvpfactionmissions_monarchbluff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_MonarchsBluff1.png,,0,50,,,,,,false,,,12,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_MonarchsBluffs3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_MonarchsBluffs,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_monarchbluff_title3,@ui_metachievement_pvpfactionmissions_monarchbluff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_MonarchsBluff1.png,,0,100,,,,,,false,,,12,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_MonarchsBluffs4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_MonarchsBluffs,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_monarchbluff_title4,@ui_metachievement_pvpfactionmissions_monarchbluff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_MonarchsBluff1.png,,0,250,,,,,,false,,,12,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_MonarchsBluffs5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_MonarchsBluffs,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_monarchbluff_title5,@ui_metachievement_pvpfactionmissions_monarchbluff_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_MonarchsBluff1.png,,0,500,,,,,,false,,,12,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Mourningdale1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_Mourningdale,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_mourningdale_title1,@ui_metachievement_pvpfactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Mourningdale1.png,,0,25,,,,,,false,,,11,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Mourningdale2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Mourningdale,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_mourningdale_title2,@ui_metachievement_pvpfactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Mourningdale1.png,,0,50,,,,,,false,,,11,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Mourningdale3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Mourningdale,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_mourningdale_title3,@ui_metachievement_pvpfactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Mourningdale1.png,,0,100,,,,,,false,,,11,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Mourningdale4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Mourningdale,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_mourningdale_title4,@ui_metachievement_pvpfactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Mourningdale1.png,,0,250,,,,,,false,,,11,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Mourningdale5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Mourningdale,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_mourningdale_title5,@ui_metachievement_pvpfactionmissions_mourningdale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Mourningdale1.png,,0,500,,,,,,false,,,11,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Queensport1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_Queensport,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_ebonscale_title1,@ui_metachievement_pvpfactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Queensport1.png,,0,25,,,,,,false,,,8,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Queensport2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Queensport,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_ebonscale_title2,@ui_metachievement_pvpfactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Queensport1.png,,0,50,,,,,,false,,,8,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Queensport3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Queensport,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_ebonscale_title3,@ui_metachievement_pvpfactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Queensport1.png,,0,100,,,,,,false,,,8,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Queensport4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Queensport,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_ebonscale_title4,@ui_metachievement_pvpfactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Queensport1.png,,0,250,,,,,,false,,,8,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Queensport5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Queensport,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_ebonscale_title5,@ui_metachievement_pvpfactionmissions_ebonscale_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Queensport1.png,,0,500,,,,,,false,,,8,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Reekwater1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_Reekwater,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_reekwater_title1,@ui_metachievement_pvpfactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Reekwater1.png,,0,25,,,,,,false,,,5,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Reekwater2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Reekwater,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_reekwater_title2,@ui_metachievement_pvpfactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Reekwater1.png,,0,50,,,,,,false,,,5,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Reekwater3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Reekwater,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_reekwater_title3,@ui_metachievement_pvpfactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Reekwater1.png,,0,100,,,,,,false,,,5,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Reekwater4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Reekwater,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_reekwater_title4,@ui_metachievement_pvpfactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Reekwater1.png,,0,250,,,,,,false,,,5,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_Reekwater5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_Reekwater,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_reekwater_title5,@ui_metachievement_pvpfactionmissions_reekwater_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_Reekwater1.png,,0,500,,,,,,false,,,5,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_RestlessShores1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_RestlessShores,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_restlessshore_title1,@ui_metachievement_pvpfactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_RestlessShore1.png,,0,25,,,,,,false,,,15,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_RestlessShores2,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_RestlessShores,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_restlessshore_title2,@ui_metachievement_pvpfactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_ii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_RestlessShore1.png,,0,50,,,,,,false,,,15,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_RestlessShores3,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_RestlessShores,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_restlessshore_title3,@ui_metachievement_pvpfactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iii,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_RestlessShore1.png,,0,100,,,,,,false,,,15,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_RestlessShores4,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_RestlessShores,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_restlessshore_title4,@ui_metachievement_pvpfactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_iv,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_RestlessShore1.png,,0,250,,,,,,false,,,15,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_RestlessShores5,false,,FactionMissions,,,PVP_FactionMissions_ByTerritory_RestlessShores,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_restlessshore_title5,@ui_metachievement_pvpfactionmissions_restlessshore_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_v,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_RestlessShore1.png,,0,500,,,,,,false,,,15,YES,,,,,,,,
PVP_FactionMissions_ByTerritory_ShatteredMountain1,false,,FactionMissions,,PVP_FactionMissions_ByTerritory_ShatteredMountain,,PvP_By_Territory,@ui_metachievement_pvpfactionmissions_shatteredmtn_title1,@ui_metachievement_pvpfactionmissions_shatteredmtn_generic_desc,,OneHundred,@ui_meta_achievements_roman_numeral_i,lyshineui\images\Icons\Achievements\PVP_FactionMissions_ByTerritory_ShatteredMountain1.png,,0,25,,,,,,false,,,7,YES,,,,,,,,
