ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Chest_LBClear_GardenGenesis,@Skin_Chest_LBClear_GardenGenesis_MasterName,Armor,,@Skin_Chest_LBClear_GardenGenesis_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardgardengenesiscleartime_chest,f_Leaderboardgardengenesiscleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_GardenGenesis,@Skin_Chest_Rank1_LBClear_GardenGenesis_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_GardenGenesis_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1gardengenesiscleartime_chest,f_LeaderboardRank1gardengenesiscleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBScore_GardenGenesis,@Skin_Chest_LBScore_GardenGenesis_MasterName,Armor,,@Skin_Chest_LBScore_GardenGenesis_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardgardengenesisscore_chest,f_Leaderboardgardengenesisscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_GardenGenesis,@Skin_Chest_Rank1_LBScore_GardenGenesis_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_GardenGenesis_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1gardengenesisscore_chest,f_LeaderboardRank1gardengenesisscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBClear_LazarusInstrumentality,@Skin_Chest_LBClear_LazarusInstrumentality_MasterName,Armor,,@Skin_Chest_LBClear_LazarusInstrumentality_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardlazarusinstrumentalitycleartime_chest,f_Leaderboardlazarusinstrumentalitycleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_LazarusInstrumentality,@Skin_Chest_Rank1_LBClear_LazarusInstrumentality_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_LazarusInstrumentality_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1lazarusinstrumentalitycleartime_chest,f_LeaderboardRank1lazarusinstrumentalitycleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBScore_LazarusInstrumentality,@Skin_Chest_LBScore_LazarusInstrumentality_MasterName,Armor,,@Skin_Chest_LBScore_LazarusInstrumentality_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardlazarusinstrumentalityscore_chest,f_Leaderboardlazarusinstrumentalityscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_LazarusInstrumentality,@Skin_Chest_Rank1_LBScore_LazarusInstrumentality_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_LazarusInstrumentality_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1lazarusinstrumentalityscore_chest,f_LeaderboardRank1lazarusinstrumentalityscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBClear_Shipyard,@Skin_Chest_LBClear_Shipyard_MasterName,Armor,,@Skin_Chest_LBClear_Shipyard_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardshipyardcleartime_chest,f_Leaderboardshipyardcleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_Shipyard,@Skin_Chest_Rank1_LBClear_Shipyard_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_Shipyard_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1shipyardcleartime_chest,f_LeaderboardRank1shipyardcleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBScore_Shipyard,@Skin_Chest_LBScore_Shipyard_MasterName,Armor,,@Skin_Chest_LBScore_Shipyard_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardshipyardscore_chest,f_Leaderboardshipyardscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_Shipyard,@Skin_Chest_Rank1_LBScore_Shipyard_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_Shipyard_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1shipyardscore_chest,f_LeaderboardRank1shipyardscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBClear_TempestHeart,@Skin_Chest_LBClear_TempestHeart_MasterName,Armor,,@Skin_Chest_LBClear_TempestHeart_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardtempestheartcleartime_chest,f_Leaderboardtempestheartcleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_TempestHeart,@Skin_Chest_Rank1_LBClear_TempestHeart_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_TempestHeart_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1tempestheartcleartime_chest,f_LeaderboardRank1tempestheartcleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBScore_TempestHeart,@Skin_Chest_LBScore_TempestHeart_MasterName,Armor,,@Skin_Chest_LBScore_TempestHeart_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardtempestheartscore_chest,f_Leaderboardtempestheartscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_TempestHeart,@Skin_Chest_Rank1_LBScore_TempestHeart_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_TempestHeart_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1tempestheartscore_chest,f_LeaderboardRank1tempestheartscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBClear_Starstone,@Skin_Chest_LBClear_Starstone_MasterName,Armor,,@Skin_Chest_LBClear_Starstone_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardAmrineStarStonecleartime_chest,f_LeaderboardAmrineStarStonecleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_Starstone,@Skin_Chest_Rank1_LBClear_Starstone_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_Starstone_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1AmrineStarStonecleartime_chest,f_LeaderboardRank1AmrineStarStonecleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBScore_Starstone,@Skin_Chest_LBScore_Starstone_MasterName,Armor,,@Skin_Chest_LBScore_Starstone_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardAmrineStarStonescore_chest,f_LeaderboardAmrineStarStonescore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_Starstone,@Skin_Chest_Rank1_LBScore_Starstone_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_Starstone_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1AmrineStarStonescore_chest,f_LeaderboardRank1AmrineStarStonescore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBClear_Depths,@Skin_Chest_LBClear_Depths_MasterName,Armor,,@Skin_Chest_LBClear_Depths_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboarddepthscleartime_chest,f_Leaderboarddepthscleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_Depths,@Skin_Chest_Rank1_LBClear_Depths_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_Depths_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1depthscleartime_chest,f_LeaderboardRank1depthscleartime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBScore_Depths,@Skin_Chest_LBScore_Depths_MasterName,Armor,,@Skin_Chest_LBScore_Depths_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboarddepthsscore_chest,f_Leaderboarddepthsscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_Depths,@Skin_Chest_Rank1_LBScore_Depths_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_Depths_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1depthsscore_chest,f_LeaderboardRank1depthsscore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBClear_Forge,@Skin_Chest_LBClear_Forge_MasterName,Armor,,@Skin_Chest_LBClear_Forge_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardEmpyreanForgeClearTime_chest,f_LeaderboardEmpyreanForgeClearTime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBClear_Forge,@Skin_Chest_Rank1_LBClear_Forge_MasterName,Armor,,@Skin_Chest_Rank1_LBClear_Forge_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1EmpyreanForgeClearTime_chest,f_LeaderboardRank1EmpyreanForgeClearTime_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LBScore_Forge,@Skin_Chest_LBScore_Forge_MasterName,Armor,,@Skin_Chest_LBScore_Forge_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardEmpyreanForgeScore_chest,f_LeaderboardEmpyreanForgeScore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LBScore_Forge,@Skin_Chest_Rank1_LBScore_Forge_MasterName,Armor,,@Skin_Chest_Rank1_LBScore_Forge_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1EmpyreanForgeScore_chest,f_LeaderboardRank1EmpyreanForgeScore_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_Darkness,@Skin_Chest_LB_Darkness_MasterName,Armor,,@Skin_Chest_LB_Darkness_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboarddarknessbreach_chest,f_Leaderboarddarknessbreach_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_Darkness,@Skin_Chest_Rank1_LB_Darkness_MasterName,Armor,,@Skin_Chest_Rank1_LB_Darkness_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1darknessbreach_chest,f_LeaderboardRank1darknessbreach_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_EternalPools,@Skin_Chest_LB_EternalPools_MasterName,Armor,,@Skin_Chest_LB_EternalPools_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardeternalpools_chest,f_Leaderboardeternalpools_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_EternalPools,@Skin_Chest_Rank1_LB_EternalPools_MasterName,Armor,,@Skin_Chest_Rank1_LB_EternalPools_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1eternalpools_chest,f_LeaderboardRank1eternalpools_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_MonoeciousCleft,@Skin_Chest_LB_MonoeciousCleft_MasterName,Armor,,@Skin_Chest_LB_MonoeciousCleft_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardmonoeciouscleft_chest,f_Leaderboardmonoeciouscleft_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_MonoeciousCleft,@Skin_Chest_Rank1_LB_MonoeciousCleft_MasterName,Armor,,@Skin_Chest_Rank1_LB_MonoeciousCleft_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1monoeciouscleft_chest,f_LeaderboardRank1monoeciouscleft_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_SirenQueen,@Skin_Chest_LB_SirenQueen_MasterName,Armor,,@Skin_Chest_LB_SirenQueen_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardsirenqueen_chest,f_Leaderboardsirenqueen_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_SirenQueen,@Skin_Chest_Rank1_LB_SirenQueen_MasterName,Armor,,@Skin_Chest_Rank1_LB_SirenQueen_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1sirenqueen_chest,f_LeaderboardRank1sirenqueen_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_Invasion,@Skin_Chest_LB_Invasion_MasterName,Armor,,@Skin_Chest_LB_Invasion_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardinvasion_chest,f_Leaderboardinvasion_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_Invasion,@Skin_Chest_Rank1_LB_Invasion_MasterName,Armor,,@Skin_Chest_Rank1_LB_Invasion_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1invasion_chest,f_LeaderboardRank1invasion_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_OpenWorld,@Skin_Chest_LB_OpenWorld_MasterName,Armor,,@Skin_Chest_LB_OpenWorld_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardopenworld_chest,f_Leaderboardopenworld_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_OpenWorld,@Skin_Chest_Rank1_LB_OpenWorld_MasterName,Armor,,@Skin_Chest_Rank1_LB_OpenWorld_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1openworld_chest,f_LeaderboardRank1openworld_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_Territory,@Skin_Chest_LB_Territory_MasterName,Armor,,@Skin_Chest_LB_Territory_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardterritorycontrol_chest,f_Leaderboardterritorycontrol_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_Territory,@Skin_Chest_Rank1_LB_Territory_MasterName,Armor,,@Skin_Chest_Rank1_LB_Territory_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1territorycontrol_chest,f_LeaderboardRank1territorycontrol_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_War,@Skin_Chest_LB_War_MasterName,Armor,,@Skin_Chest_LB_War_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardWar_chest,f_LeaderboardWar_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_War,@Skin_Chest_Rank1_LB_War_MasterName,Armor,,@Skin_Chest_Rank1_LB_War_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1War_chest,f_LeaderboardRank1War_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_LB_OPR,@Skin_Chest_LB_OPR_MasterName,Armor,,@Skin_Chest_LB_OPR_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Leaderboardoutpostrush_chest,f_Leaderboardoutpostrush_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Rank1_LB_OPR,@Skin_Chest_Rank1_LB_OPR_MasterName,Armor,,@Skin_Chest_Rank1_LB_OPR_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_LeaderboardRank1outpostrush_chest,f_LeaderboardRank1outpostrush_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Skin_Chest_Seasons1Cowboy,@Skin_Chest_Seasons1Cowboy_MasterName,Armor,,@Skin_Chest_Seasons1Cowboy_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Cowboy_chest,f_Seasons1Cowboy_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Head_Seasons1Cowboy,@Skin_Head_Seasons1Cowboy_MasterName,Armor,,@Skin_Head_Seasons1Cowboy_Description,EquippableHead,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Cowboy_head,f_Seasons1Cowboy_head,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Legs_Seasons1Cowboy,@Skin_Legs_Seasons1Cowboy_MasterName,Armor,,@Skin_Legs_Seasons1Cowboy_Description,EquippableLegs,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Cowboy_legs,f_Seasons1Cowboy_legs,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Feet_Seasons1Cowboy,@Skin_Feet_Seasons1Cowboy_MasterName,Armor,,@Skin_Feet_Seasons1Cowboy_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Cowboy_feet,f_Seasons1Cowboy_feet,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Hands_Seasons1Cowboy,@Skin_Hands_Seasons1Cowboy_MasterName,Armor,,@Skin_Hands_Seasons1Cowboy_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Cowboy_gloves,f_Seasons1Cowboy_gloves,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Chest_Seasons1Deluxe,@Skin_Chest_Seasons1Deluxe_MasterName,Armor,,@Skin_Chest_Seasons1Deluxe_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Deluxe_chest,f_Seasons1Deluxe_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Head_Seasons1Deluxe,@Skin_Head_Seasons1Deluxe_MasterName,Armor,,@Skin_Head_Seasons1Deluxe_Description,EquippableHead,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Deluxe_head,f_Seasons1Deluxe_head,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Legs_Seasons1Deluxe,@Skin_Legs_Seasons1Deluxe_MasterName,Armor,,@Skin_Legs_Seasons1Deluxe_Description,EquippableLegs,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Deluxe_legs,f_Seasons1Deluxe_legs,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Feet_Seasons1Deluxe,@Skin_Feet_Seasons1Deluxe_MasterName,Armor,,@Skin_Feet_Seasons1Deluxe_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Deluxe_feet,f_Seasons1Deluxe_feet,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Hands_Seasons1Deluxe,@Skin_Hands_Seasons1Deluxe_MasterName,Armor,,@Skin_Hands_Seasons1Deluxe_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_Seasons1Deluxe_gloves,f_Seasons1Deluxe_gloves,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Chest_SkyeAIC,@Skin_Chest_SkyeAIC_MasterName,Armor,,@Skin_Chest_SkyeAIC_Description,EquippableChest,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_SkyeAIC_chest,f_SkyeAIC_chest,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Head_SkyeAIC,@Skin_Head_SkyeAIC_MasterName,Armor,,@Skin_Head_SkyeAIC_Description,EquippableHead,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_SkyeAIC_head,f_SkyeAIC_head,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Legs_SkyeAIC,@Skin_Legs_SkyeAIC_MasterName,Armor,,@Skin_Legs_SkyeAIC_Description,EquippableLegs,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_SkyeAIC_legs,f_SkyeAIC_legs,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Feet_SkyeAIC,@Skin_Feet_SkyeAIC_MasterName,Armor,,@Skin_Feet_SkyeAIC_Description,EquippableFeet,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_SkyeAIC_feet,f_SkyeAIC_feet,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
Skin_Hands_SkyeAIC,@Skin_Hands_SkyeAIC_MasterName,Armor,,@Skin_Hands_SkyeAIC_Description,EquippableHands,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,m_SkyeAIC_gloves,f_SkyeAIC_gloves,,,0,0,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,Season_1
