StatusID,DisplayName,Description,EffectCategories,PlaceholderIcon,ShowInUITray,ShowTextInDamageNumbers,FxScriptOn,FxScriptOff,ShouldRefreshFxScript,WeaponEffectType,Notification,DisableTelemetry,IsClientPredicted,UseLightweightReplication,PotencyPerLevel,BaseDuration,TickRate,DelayInitialTick,TickCondition,OnTickStatusEffect,KeepOnTickEffectOnEnd,StopOnHitCount,HitCondition,RequireReaction,OnStackStatusEffect,AddOnStackSize,AddOnStackSizeComparison,HealThreatMultiplier,ScaleAmountOverTime,ScaleAmountOverTimeMin,ScaleAmountOverTimeMax,DamageSkipsDeathsDoor,Health,HealthMin,HealthModifierPercent,HealthModifierBasePercent,HealthModifierDamageBased,UseHealScalingValue,HealScalingValueMultiplier,StaminaDamageModifier,ManaModifierDamageBased,DamageType,CritChanceModifier,CritDamageModifier,OnEndStatusEffect,CastSpell,TargetOwnsSpell,UseSourceWeaponForSpell,FromAlchemy,FromSpell,NoHealthRegen,HealMod,MaxHealthMod,HealthRate,CoreTempMod,TempMod,Stamina,StaminaRate,Mana,ManaRate,Food,FoodBurn,Drink,DrinkBurn,Encumbrance,ItemClassWeightMods,XPIncreases,AzothMod,FactionReputationMod,FactionTokensMod,EXPLogging,EXPMining,EXPHarvesting,EXPSkinning,EXPSmelting,EXPWoodworking,EXPLeatherworking,EXPWeaving,EXPStonecutting,GrantSanctuary,NoSprint,NoRun,NoDodge,NoNav,Silenced,Stunned,RemoveOnDeath,RemoveOnDeathsDoor,RemoveOnRespawn,RemoveOnGameModeExit,IgnoreDiminishingReturns,OnlyChangeOwnedStatusEffects,Afflictions,OnHitAffixes,EquipAbility,UseSourceWeaponForAbilityEffect,IsNegative,RespecTradeskills,RespecAttributes,EffectDurationMods,EffectPotencyMods,RemoveStatusEffects,RemoveStatusEffectCategories,GlobalRollMod,FishingLineStrength,FishSizeRollModifier,MODConstitution,MODFocus,MODStrength,MODDexterity,MODIntelligence,MGSArcana,MGSWeaponsmithing,MGSJewelcrafting,MGSEngineering,MGSArmoring,MaxGSArcana,MaxGSWeaponsmithing,MaxGSJewelcrafting,MaxGSEngineering,MaxGSArmoring,ROLCooking,ROLWeaving,ROLStonecutting,ROLSmelting,ROLLeatherworking,ROLWoodworking,ROLLogging,ROLMining,ROLSkinning,ROLHarvesting,ROLFishing,MULTLogging,MULTMining,MULTSkinning,MULTHarvesting,MULTFishing,EFFLogging,EFFMining,EFFSkinning,EFFHarvesting,INSLogging,INSMining,INSSkinning,INSHarvesting,PhysicalArmor,ElementalArmor,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSArcane,ABSFire,ABSIce,ABSNature,ABSLightning,ABSCorruption,ABSVitalsCategory,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,RESBlight,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAArcane,BLAFire,BLAIce,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,ABABlight,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNArcane,WKNFire,WKNIce,WKNNature,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGArcane,DMGFire,DMGIce,DMGNature,DMGLightning,DMGCorruption,DMGVitalsCategory,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,AFABlight,StackDuration,DurationMax,InheritDuration,InheritTotalDuration,RefreshDuration,StackMax,InitialStackSize,RemoveUnappliedStacks,PotencyMax,DontReplaceStack,MoveSpeedMod,SprintSpeedMod,FastTravelEncumbranceMod,GameEventId,HealRewardGameEventId,HealRewardThreshold,WeaponMasteryCategoryId,UIPriority,UiNameplatePriority,ShowInNameplates,ShowTextInNameplates,OverrideOtherNameplateText,HidesOtherStatusEffectIcons,DynamicModelScaleFactor,DynamicModelScaleRampTimeSecs,SpawnSlice,DisableSupportContributionRewards,BlockMultipleEffectsFromSameSource,AllowSelfOnlyAsSourceForAbilities,IgnoreInvulnerable,NotCombatAction
Hatchet_Infected_Disease,@InfectedThrow_Disease_DisplayName,@InfectedThrow_Disease_Description,Debuff+Disease+ThrowingAxe+Debilitate+InfectedThrow,lyshineui/images/status/SE_DiseaseT2.png,true,true,StatFX_Disease_ON,StatFX_Disease_OFF,,,,,,false,,10,1,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,-0.30000001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,20,1,false,0,1,,false,0,false,0,0,,,,,,1,2,true,,,,,,,,,true,,
Hatchet_Infected_Weaken,@InfectedThrow_Weaken_DisplayName,@InfectedThrow_Weaken_Description,Debuff+ThrowingAxe+Debilitate+Weaken+InfectedThrow,lyshineui/images/status/SE_WeakenT1.png,true,false,StatFX_Weaken_ON,,,,,,,false,,10,1,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,,,,,,0,20,1,false,0,1,,false,0,false,0,0,,,,,,1,2,true,,,,,,,,,true,,
Hatchet_Berserk_Immortal,@Hatchet_Immortal_DisplayName,@Hatchet_Immortal_Description,Buff+Immortal,lyshineui/images/status/Temp_Food_ResistCurse.png,true,true,,,,,,,,false,,0.5,1,false,,,,0,,false,,,,,0,,0,,0,50,0,0,,,,,,,,,Hatchet_Ult_ImmortalTimer,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.5,0,false,0,1,,true,0,true,0,0,,,,,,1,1,true,,,,,,,,,false,,
Hatchet_Ult_ImmortalTimer,@Status_Timer,@Hatchet_ImmortalTimer_Description,,lyshineui/images/status/SE_PlaceholderTimer.png,true,false,,,,,,,,true,,60,0,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,60,,false,,1,,true,0,false,0,0,,,,,,0,0,false,,,,,,,,,false,,
Hatchet_Ult_GainHP,@Status_Timer,,,,false,false,Hatchet_DefyDeath,,,,,,,false,,1,2,false,,,,0,,false,,,,,0,,0,,0,0,0,0.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,,false,,1,,false,1,false,0,0,,,,,,0,0,false,,,,,,,,,false,,
Hatchet_Berserk_Damage_OnHitTaken,,,,,false,false,,,,,,,,false,,-1,1,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0,,,,,,,0,0,1,false,,5,,true,0,false,0,0,,,,,,0,0,false,,,,,,,,,false,,
Hatchet_BloodLust,@Hatchet_BloodLust_DisplayName,@Hatchet_BloodLust_Description,Buff+Empower,lyshineui/images/status/SE_EmpowerT3.png,true,true,StatFX_Empower_ON,,,,,,,false,,10,1,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0,,,,,,,0,0,,false,,1,,true,0,false,0,0,,,,,,2,2,true,,,,,,,,,false,,
Hatchet_Purge,@Hatchet_Purge_DisplayName,@Hatchet_Purge_Description,Buff+Cleanse,lyshineui/images/status/SE_Cleanse.png,true,true,Hatchet_Purge,,,,,,,false,,5,0,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,Debuff=-1.0,Debuff=-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,false,,1,,true,0,false,0,0,,,,,,1,1,true,,,,,,,,,false,,
Hatchet_Plus5PrcntHPOnKill,,,,,false,false,,,,,,,,true,,1,1,false,,,,0,,false,,,,,0,,0,,0,0,0.05000000074505806,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,false,,1,,true,0,false,0,0,,,,,,0,0,false,,,,,,,,,false,,
Hatchet_CleavingThrows_Rend,@Hatchet_CleavingThrows_DisplayName,@Hatchet_CleavingThrows_Description,Debuff+ArmorRend+Debilitate,lyshineui/images/status/SE_RendT1.png,true,true,StatFX_Rend_ON,,,,,,,false,,4,0,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10000000149011612,-0.10000000149011612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,false,,3,,true,0,false,0,0,,,,,,2,2,true,,,,,,,,,false,,
Hatchet_QuickCounter_Icon,@Hatchet_QuickCounter_Icon_DisplayName,@Hatchet_QuickCounter_Icon_Description,,lyshineui/images/status/SE_EmpowerT3.png,true,true,StatFX_Empower_ON,,,,,,,true,,0,0,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,false,,1,,false,0,false,0,0,,,,,,2,2,true,,,,,,,,,false,,
Hatchet_DesperateRefresh_Icon,@Hatchet_DesperateRefresh_Icon_DisplayName,@Hatchet_DesperateRefresh_Icon_Description,,lyshineui/images/status/SE_Haste.png,true,true,StatFX_Haste_ON,,,,,,,true,,0,0,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,false,,1,,false,0,false,0,0,,,,,,2,2,true,,,,,,,,,false,,
Hatchet_OnFire_Icon,@Hatchet_OnFire_Icon_DisplayName,@Hatchet_OnFire_Icon_Description,,lyshineui/images/status/SE_EmpowerT3.png,true,true,StatFX_Empower_ON,,,,,,,true,,0,0,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,false,,1,,false,0,false,0,0,,,,,,2,2,true,,,,,,,,,false,,
Hatchet_Pass_DodgeStaminaCost,,,,,false,false,,,,,,,,true,,2,1,false,,,,0,,false,,,,,0,,0,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,false,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,,false,1,1,,false,0,false,0,0,,,,,,3,3,false,,,,,,,,,false,,
