LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,TriggerLimitOnVisit,UseLevelGS,HWMMult,IgnoreHWMGS,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
Furniture_Livingroom_Inferno_Dynasty_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Dynasty_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Legion,AND,,,0,,,0,,,,0,House_HousingItem_Legion_Bookcase01_B,,,House_HousingItem_Legion_Dresser01_B,,,House_HousingItem_Storage_T3_Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Legion_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Legion_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Pirate,AND,,,0,,,0,,,,0,House_HousingItem_Pirate_Bookcase02_C,,,House_HousingItem_Table_Pirate_Dresser01_C,,,House_HousingItem_Storage_T3_Pirate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Pirate_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Pirate_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Settler,AND,,,0,,,0,,,,0,House_HousingItem_Settler_Bookcase02_D,,,House_HousingItem_Settler_Dresser01_D,,,House_HousingItem_Storage_T3_Settler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Settler_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Livingroom_Inferno_Settler_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Dynasty,AND,,,0,,,0,,,,0,House_HousingItem_Table_Dynasty_Table02_D,,,House_HousingItem_Chair_Dynasty_Stool_D,,,House_HousingItem_Dynasty_Cabinet02_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Dynasty_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Dynasty_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Legion,AND,,,0,,,0,,,,0,House_HousingItem_Table_Legion_Table01_B,,,House_HousingItem_Chair_Legion_Chair02_B,,,House_HousingItem_Legion_Cabinet01_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Legion_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Legion_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Pirate,AND,,,0,,,0,,,,0,House_HousingItem_Table_Pirate_Table01_C,,,House_HousingItem_Chair_Pirate_Chair01_C,,,House_HousingItem_Pirate_Cabinet01_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Pirate_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Pirate_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Settler,AND,,,0,,,0,,,,0,House_HousingItem_Table_Settler_Table02_D,,,House_HousingItem_Chair_Settler_Stool_D,,,House_HousingItem_Settler_Cabinet01_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Settler_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture_Diningroom_Inferno_Settler_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Loot,AND,,,0,,,0,,,,0,[LTID]Welcome_Box_S1_Inferno_Weapon,,,[LTID]SeasonsArmorBySlot_Leg,,,[LTID]Welcome_Box_S1_Inferno_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Loot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Weapon,OR,,,0,,,0,,,,0,[LBID]SeasonsWeaponInfernoSTR_Leg,,,[LBID]SeasonsWeaponInfernoDEX_Leg,,,[LBID]SeasonsWeaponInfernoINTFOC_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Weapon_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Weapon_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Trinket,OR,,,0,,,0,,,,0,[LBID]SeasonsAmuletsInferno_Leg,,,[LBID]SeasonsEarringsInferno_Leg,,,[LBID]SeasonsRingsInferno_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Trinket_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome_Box_S1_Inferno_Trinket_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Loot,AND,,,0,,,0,,,,0,[LTID]Champions_Box_S1_Inferno_Weapon,,,[LTID]SeasonsArmorBySlot_Leg,,,[LTID]Champions_Box_S1_Inferno_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Loot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Weapon,OR,,,0,,,0,,,,0,[LBID]SeasonsWeaponInfernoSTR_Leg,,,[LBID]SeasonsWeaponInfernoDEX_Leg,,,[LBID]SeasonsWeaponInfernoINTFOC_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Weapon_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Weapon_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Trinket,OR,,,0,,,0,,,,0,[LBID]SeasonsAmuletsInferno_Leg,,,[LBID]SeasonsEarringsInferno_Leg,,,[LBID]SeasonsRingsInferno_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Trinket_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions_Box_S1_Inferno_Trinket_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_Loot,AND,,,0,,TRUE,0,,,,0,[LBID]DungeonMateriaSingle,,,[LTID]Expedition_Box_S1_ExpeditionResources,,,[LTID]Expedition_Box_S1_ExpeditionLootRoll,,,[LTID]Expedition_Box_BossNamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_Loot_Qty,,,,0,,,0,,,,0,800,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_BossNamed,OR,,,0,,TRUE,0,,,,0,[LBID]DungeonNamedItems,,,[LBID]DungeonBossGear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_BossNamed_Qty,,,,0,,,0,,,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_BossNamed_Probs,,,,0,,,0,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_ExpeditionLootRoll,OR,IgnoreBonus,,0,,TRUE,0,,,,0,[LBID]LootDungeonArmor,,,[LBID]LootDungeonWeapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_ExpeditionLootRoll_Qty,,,,0,,,0,,,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_ExpeditionLootRoll_Probs,,,,0,,,0,,,,100000,0,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_ExpeditionResources,AND,,,0,,TRUE,0,,,,0,[LBID]DungeonResources,,,[LBID]DungeonBossResources,,,[LBID]DungeonSpecialResources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_ExpeditionResources_Qty,,,,0,,,0,,,,0,4,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_ExpeditionResources_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_S1_Loot,AND,,,0,,TRUE,0,,,,0,DungeonDiamonds_Mutator,,,[LBID]DungeonMateriaSingle,,,[LTID]Expedition_Box_S1_ExpeditionResources,,,[LTID]MutatedExpedition_Box_S1_MutatorLootRoll,,,[LTID]MutatedExpedition_Box_BossNamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_S1_Loot_Qty,,,,0,,,0,,,,0,400,,,400,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_S1_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_BossNamed,OR,,,0,,TRUE,0,,,,0,[LTID]MutatorLoot_Named,,,[LBID]DungeonBossGear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_BossNamed_Qty,,,,0,,,0,,,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_BossNamed_Probs,,,,0,,,0,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_S1_MutatorLootRoll,OR,IgnoreBonus,,0,,TRUE,0,,,,0,[LBID]MutDiffArmor,,,[LBID]MutDiffWeapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_S1_MutatorLootRoll_Qty,,,,0,,,0,,,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MutatedExpedition_Box_S1_MutatorLootRoll_Probs,,,,0,,,0,,,,100000,0,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S1_Loot,AND,,,0,,TRUE,0,,,,0,[LBID]SeasonsWeapon,,,[LTID]SeasonsWeapons_bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S1_Loot_Qty,,,,0,,,0,,,,0,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S1_Loot_Probs,,,,0,,,0,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsWeapons_bonus,OR,IgnoreBonus,,0,,,0,,,,0,[LBID]SeasonsWeaponInfernoSTR,,,[LBID]SeasonsWeaponInfernoDEX,,,[LBID]SeasonsWeaponInfernoINTFOC,,,[LBID]SeasonsWeaponInfernoSTR_Leg,,,[LBID]SeasonsWeaponInfernoDEX_Leg,,,[LBID]SeasonsWeaponInfernoINTFOC_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsWeapons_bonus_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsWeapons_bonus_Probs,,,,0,,,0,,,,100000,0,,,26667,,,53333,,,80000,,,86667,,,93333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinket_Box_S1_Loot,OR,IgnoreBonus,,0,,TRUE,0,,,,0,[LTID]SeasonsAmulets_Leg,,,[LTID]SeasonsEarrings_Leg,,,[LTID]SeasonsRings_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinket_Box_S1_Loot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinket_Box_S1_Loot_Probs,,,,0,,,0,,,,100000,0,,,33333,,,66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsAmulets_Leg,AND,,,0,,,0,,,,0,[LTID]SeasonsAmulets_bonus,,,[LBID]SeasonsEarringsInferno,500-595,,[LBID]SeasonsRingsInferno,500-595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsAmulets_Leg_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsAmulets_Leg_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsEarrings_Leg,AND,,,0,,,0,,,,0,[LBID]SeasonsAmuletsInferno,500-595,,[LTID]SeasonsEarrings_bonus,,,[LBID]SeasonsRingsInferno,500-595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsEarrings_Leg_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsEarrings_Leg_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsRings_Leg,AND,,,0,,,0,,,,0,[LBID]SeasonsAmuletsInferno,500-595,,[LBID]SeasonsEarringsInferno,500-595,,[LTID]SeasonsRings_bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsRings_Leg_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsRings_Leg_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsAmulets_bonus,OR,IgnoreBonus,,0,,,0,,,,0,[LBID]SeasonsAmuletsInferno,,,[LBID]SeasonsAmuletsInferno_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsAmulets_bonus_Qty,,,,0,,,0,,,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeasonsAmulets_bonus_Probs,,,,0,,,0,,,,100000,0,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
