SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,UseDirectTargetAsAttachOwner,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,SpawnBeamCasterJoint,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,SecondaryProjectileLaunchMinZSpeeds,SecondaryProjectileLaunchMaxZSpeeds,SecondaryProjectileLaunchZOffset,IgnoreRotationForSecondaryProjectileLaunchZSpd,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,IsUnaffiliated,WeaponSlotOverride,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
AI_Naga_AncientGuardian_Bomb,,,,false,false,false,false,,false,false,true,true,true,,false,true,true,,false,-1,,7.5,0,10,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Cylinder,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,NagaAncientGuardianDamageTable,Arcane_Bomb,,,,,Characters/SpellSlices/naga_ancientguardian_arcanebomb,,,,
AI_Naga_AncientGuardian_Bomb_Apply,AI_Naga_AncientGuardian_Bomb_StatusEffect,,,false,false,false,false,,false,false,true,true,true,,false,false,false,,true,1000,,2.5,0,40,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Cylinder,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/naga_ancientguardian_arcanebomb_apply,,,,
AI_Naga_AncientGuardian_Snare,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,400,,5,0,0,0,0,0,12,20,10,0,0,0,0,0,false,,0,0,100,0,,,,0,false,false,false,Enemy,Elemental,Meteor,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Meteor,,0,0,0,0,0,0,0,0,0,0,0,0,,,NagaAncientGuardianDamageTable,Arcane_Snare,,,,,Characters/SpellSlices/spell_meteor_spawn_ice_bomb,Characters/SpellSlices/naga_ancientguardian_arcanesnare,,,
AI_Naga_AncientGuardian_Snare_Trail,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,1000,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Burnout,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,NagaAncientGuardianDamageTable,Arcane_Snare,,,,,Items/Weapons/spell_aoe_leadership_enemy,,AI_Naga_AncientGuardian_Snare_Trail_Spawn,,
AI_Naga_AncientGuardian_Snare_Trail_Spawn,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5500,,5,0,2,0,0,0,3,5,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,false,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/naga_ancientguardian_arcanesnare,,,,
AI_Naga_AncientGuardian_Arc,"AI_Naga_AncientGuardian_Arc_Damage,AI_Naga_AncientGuardian_Arc_Range",,,false,true,false,false,,false,false,false,true,true,,false,false,false,,true,0,,0,0,4.800000190734863,0,0,0,0,0,0,0,0,0,1.2999999523162842,5,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Chain,false,,Sphere,Arcane,true,false,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,wFX_Arcane_Range.Chain,,Items/Weapons/spell_aoe_leadership_enemy,,,,
AI_Naga_AncientGuardian_Arc_Apply,AI_Naga_AncientGuardian_Arc_StatusEffect,,,false,false,false,false,,false,false,true,true,true,,false,true,true,,true,500,,7.5,0,0.5,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Cylinder,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,NagaAncientGuardianDamageTable,Arcane_Arc,,,,,Characters/SpellSlices/naga_ancientguardian_arcanearc_apply,,,,
AI_Naga_AncientGuardian_Arc_Range,,,,false,true,true,true,,false,false,false,false,false,,false,false,false,,true,2100,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,false,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,wFX_Arcane_Range.Chain,,Characters/SpellSlices/naga_ancientguardian_arcanearc_range,,,,
AI_Naga_AncientGuardian_Wave,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,4100,,1,1,6,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,Box,,false,true,false,false,false,,AI_Naga_AncientGuardian,Wave,,0,0,0,0,0,0,0,0,0,0,0,0,,,NagaAncientGuardianDamageTable,Arcane_Wave,,,,,Characters/SpellSlices/naga_ancientguardian_arcanewave,,,,
AI_Naga_Corrupted_Volley,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,2000,,0,0,0,0,0,0,20,30,30,0,0,0,0,0,false,,0,0,15,0,,,,0,false,false,false,Enemy,Elemental,Meteor,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Meteor,,0,0,0,0,0,0,0,0,0,0,0,0,ZNegative,,NagaCorruptedDamageTable,Volley,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_Volley,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_Volley_Arrow,,,
AI_Naga_Corrupted_SummonCorruptionCore,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,-2,0,0,0,0,,,NagaCorruptedDamageTable,Corruption_Core_Summon,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptionCore,,,,
AI_Naga_Corrupted_SummonCorruptionEntities,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,8,1,0,0,0,,,,,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_CorruptedCorruption_Entity_Spawner,,,,
AI_Naga_Corrupted_SummonCorruptionVent,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Naga_AngryEarth,Boulder,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptionVent,,,,
AI_Naga_Corrupted_CorruptedFlame,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,5,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,NagaCorruptedDamageTable,Corrupted_Flame,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptedFlame,,,,
AI_Naga_Corrupted_Corruption_Shot,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,3000,,2,0,4,0,0,0,4.25,3,0,0,0,0,0,0,false,,10,10,10,0,,,,0,false,false,false,Enemy,Elemental,PathOfDestiny,false,,Sphere,,true,true,false,false,false,,,,,0,0,0,0,0,0,0,1.5,0,0,0,0,,,NagaCorruptedDamageTable,Corruption_Shot,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptionShot_Trail_Spawner,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptionShot_Trail,,,
AI_Naga_Corrupted_Corruption_Shot_Arrow,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,1,1,6,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,Box,,false,true,false,false,false,,AI_Naga_Corrupted,Corrupted_Shot,right_hand_attach,0,2,-0.5,0,0,0,0,5,-0.5,0,0,0,,,NagaCorruptedDamageTable,Corruption_Shot,,,,,items/weapons/AI/Naga_Corrupted_CorruptionShot_Projectile,,,,
AI_Naga_Corrupted_TargetMarker_CorruptionShot,AI_Naga_Corrupted_TargetMarker_CorruptionShot,,,false,false,false,false,,false,false,true,true,true,,false,false,false,,true,150,,5,0,1,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Direct,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
AI_Naga_Corrupted_TargetMarker_RapidShot,AI_Naga_Corrupted_TargetMarker_RapidShot,,,false,false,false,false,,false,false,true,true,true,,false,false,false,,true,150,,5,0,1,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Direct,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
AI_Swamp_Archer_Volley,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,SpecialAttack,false,1500,,5,0,2,0,0,0,50,25,0,0,0,1,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,FeralArcherDamageTable,Archer_Volley,,,,,Characters/SpellSlices/ai_swamp_archer_volley,,,,
AI_Swamp_Shaman_Ranged_AOE,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,Elemental_Fire_AoE,false,25000,,5,0,3,0,0,0,30,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/swamp_shaman_ranged_aoe,,,,
AI_Swamp_Shaman_Mist,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,Elemental_Fire_AoE,false,12000,,5,0,3,0,0,0,30,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/shaman_mist,,,,
AI_Swamp_Fiend_SelfDestruct,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,SwampFiendDamageTable,Swamp_Fiend_Self_Destruct,,,,,Characters/SpellSlices/Swamp_fiend_self_destruct,,,,
AI_Swamp_Dryad_Beast_Pull_Minions,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,10,0,50,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,SwampBeastDamageTable,Spell_Pull_Minions,,,,,Characters/SpellSlices/swamp_dryad_beast_minion_pull,,,,
AI_Swamp_Dryad_Beast_Kill_Minions,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,2000,,8,0,80,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,SwampBeastDamageTable,Spell_Kill_Minions,,,,,Characters/SpellSlices/swamp_dryad_beast_minion_pull,,,,
AI_Swamp_Dryad_Beast_Summon_Fiends,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,5,0,1,0,0,0,0.5,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/spellslices/swamp_beast_boss_minion_offset,,,,
AI_Swamp_Dryad_Beast_Homing_Spikes,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,5,0,1,0,0,0,0.5,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,SwampBeastDamageTable,Spell_Homing_Earthspike,,,,,Characters/SpellSlices/swamp_dryad_beast_homing_spikes_offset,,,,
AI_Swamp_Dryad_Death_Spell,AI_Swamp_Dryad_Death_Buff,,,false,true,false,false,,false,false,false,false,false,,false,false,false,,true,0,,0,0,20,0,0,0,0,0,0,0,0,0,0.6000000238418579,1,false,,0,0,,0,,,,0,false,false,false,Friend,Elemental,Chain,false,,Sphere,,false,false,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,cFX_npc_Dryad.Swamp_Buff_Beam,,Items/Weapons/spell_aoe_leadership_enemy,,,,
AncientGuardian_Heavy_Shockwave,,,,false,false,false,false,,false,false,false,false,false,,false,false,false,,false,1200,,2,0,3,0,22,34,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Ability,AoE,false,,Cylinder,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,AncientGuardianHeavyBossDamageTable,HeavyJump_Shockwave,,,,,Characters/SpellSlices/AncientGuardian_Heavy_Shockwave,,,,
AncientGuardian_Heavy_Adds_Wipe,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,500,,5,0,50,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,AncientGuardianHeavyBossDamageTable,Adds_Wipe,,,,,Characters/SpellSlices/AncientGuardian_Heavy_Adds_Wipe,,,,
AncientGuardian_Heavy_LeapTell,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,3000,,5,0,4,0,0,0,12,0,4,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,-1.5,,,,,,,,,Characters/SpellSlices/AncientGuardian_Heavy_LeapTell,,,,
AI_AncientGuardian_Mage_Miniboss_Shield,,,,false,false,false,false,,false,false,true,false,false,,false,false,false,,false,-1,,5,0,30,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/Auras/Mage_Arcane_Shield_Miniboss,,,,
AI_AncientGuardian_Mage_Miniboss_BuffMinion,AI_Mage_Miniboss_BuffMinion,,,false,true,false,false,,false,false,true,false,false,,false,false,false,,false,2500,,0,0,40,0,0,0,0,0,0,0,0,20,20,1,true,,0,0,,0,,,,0,false,false,false,All,Elemental,Chain,false,,Sphere,,false,false,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,wFX_Arcane_Range.Chain,,Characters/SpellSlices/spell_aoe_mage_buff,,,,
AI_AncientGuardian_Mage_Miniboss_Orbs,,,,false,false,false,false,,false,false,true,true,true,,false,false,false,,false,5000,,7.5,0,10,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Cylinder,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/Simple/EF_AncientMage_Homing_Projectile,,,,
AI_AncientGuardian_Mage_Miniboss_Orbs_AOE,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,Elemental_Fire_AoE,false,25000,,5,0,3,0,0,0,30,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/AI_Mage_Orb_AOE,,,,
AI_AncientGuardian_Mage_Miniboss_Orbs_Detect,AI_Mage_Miniboss_Orbs_StatusEffect,,,false,false,false,false,,false,false,true,true,true,,false,false,false,,true,1000,,2.5,0,40,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Cylinder,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/naga_ancientguardian_arcanebomb_apply,,,,
Bog_Monster_LocustSwarm,Bog_Monster_Swarm,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,14000,,5,0,2,0,0,0,0.5,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,BogMonsterDamageTable,Bug_Swarm,,,,,Characters/SpellSlices/bog_monster_swarm,,,,
Bog_Monster_Boil_Bog,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,0.5,2,5.5,0,0,0,0.5,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Box,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,3.5,0,0,0,0,,,BogMonsterDamageTable,Boiling_Bog,,,,,Characters/SpellSlices/bog_monster_boilingbog,,,,
Bog_Monster_Root_Arena,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,50000,,5,0,1,0,0,0,0.5,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/bog_monster_rootarena,,,,
Bog_Monster_Root_Arena_Wipe,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,5,0,30,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,BogMonsterDamageTable,Muddy_Roots_Wipe,,,,,Characters/SpellSlices/bog_monster_root_wipe,,,,
Bog_Monster_Swamps_Revenge,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,5000,,5,0,5,0,0,0,0.5,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,BogMonsterDamageTable,Swamps_Revenge,,,,,Characters/SpellSlices/bog_monster_swamps_revenge,,,,
Bog_Monster_Revenge_Blight_Trail,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,20000,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Burnout,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_aoe_leadership_enemy,,Bog_Monster_Revenge_Blight_Trail_Spawn,,
Bog_Monster_Revenge_Blight_Trail_Spawn,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,20000,,5,0,2,0,0,0,3,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/bog_monster_revenge_blight_trail,,,,
Bog_Monster_Power_Spores,Bog_Monster_Power_Spore,,,false,true,false,false,,false,false,false,false,false,,false,false,false,,true,0,,0,0,5,0,0,0,0,0,0,0,0,0,1,5,false,,0,0,,0,,,,0,false,false,false,Friend,Elemental,Chain,false,,Sphere,,false,false,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_aoe_leadership_enemy,,,,
Bog_Monster_Adds_Wipe,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,500,,5,0,40,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,false,true,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,BogMonsterDamageTable,Adds_Wipe,,,,,Characters/SpellSlices/bog_monster_adds_wipe,,,,
Dryad_Bomb,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,Elemental_Fire_AoE,false,25000,,5,0,3,0,0,0,30,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,FeralShamanDamageTable,Mushroom,,,,,Characters/SpellSlices/dryad_mushroom_bomb,,,,
Dryad_Tendril_Sweep_Pools,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,10000,,5,0,10,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DryadTendrilDamageTable,Attack_Sweep,,,,,Characters/SpellSlices/dryad_tendril_sweep_spawner,,,,
Mage_Ranged_AOE,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,Elemental_Fire_AoE,false,25000,,5,0,3,0,0,0,30,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/mage_ranged_aoe,,,,
TEST,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,Elemental_Fire_AoE,false,15000,,5,0,3,0,0,0,30,2.5,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/dryad_aoe_combo,,,,
Impaler_Spike,,,,false,false,false,false,,false,false,false,false,false,,false,false,false,,false,-1,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,,,false,true,false,false,false,,AI_Impaler,Basic,right_hand_attach,0,0,0,0,0,0,0,0,0,0,0,0,,,CorruptionEntityDamageTable,Impaler_Spike,,,,,Items/Weapons/Corruption_Impaler_Spike,,,,
Impaler_Spike_Left,,,,false,false,false,false,,false,false,false,false,false,,false,false,false,,false,-1,,0,0,0,0,0,0,30,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,,,false,true,false,false,false,,AI_Impaler,Basic,left_hand_attach,0,0,0,0,0,0,0,0,0,0,0,0,,,CorruptionEntityDamageTable,Impaler_Spike,,,,,Items/Weapons/Corruption_Impaler_Spike,,,,
Toy_TurkeyCall,Toy_TurkeyCall,,,false,true,false,false,,false,false,false,false,false,,false,false,false,,true,0,,0,0,30,0,0,0,0,0,0,0,0,0,0.6000000238418579,1,false,,0,0,,0,,,,0,false,false,false,All,Elemental,Chain,false,,Sphere,,false,false,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/spell_aoe_turkey,,,,
Empress_Dragon_Breath,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,6250,,5,0,14,0,0,0,12,0,0,60,2,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Dragon_Breath,,,,,Characters/SpellSlices/dynasty_empress_dragon_breath,,,,
Maiden_Dragon_Breath,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,4000,,5,0,8,0,0,0,12,0,0,45,0.5,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyMaidenDamageTable,Dragon_Breath,,,,,Characters/SpellSlices/dynasty_maiden_dragon_breath,,,,
Pedestal_Dragon_Breath,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,6250,,5,0,8,0,0,0,12,0,0,45,0.5,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressPedestalDamageTable,Dragon_Breath,,,,,Characters/SpellSlices/dynasty_empress_pedestal_dragon_breath,,,,
Empress_Dragon_Dive,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,4100,,7.5,1.399999976158142,1,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,Box,,false,true,false,false,false,,AI_Empress,Dragon,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Dragon_Dive,,,,,Characters/SpellSlices/dynasty_empress_dragon_dive,,,,
