TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1207_0103_d_01_transport_npc_note,TaskGiveAndTakeItem,0,,1,MI_SummonsNote,,0,100,true,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1207_0103_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1208_0101_d_00_container_syndicatequest1,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1208_0101_d_01_TaskGoToPOITag_undead_shipwreck_30102,1208_0101_d_02_container_syndicatequest1_tasks,,,
1208_0101_d_01_TaskGoToPOITag_undead_shipwreck_30102,TaskGoToPOITag,0,1,0,,,0,0,false,0,undead_shipwreck_30102,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1208_0101_d_01_TaskGoToPOITag_undead_shipwreck_30102,,,,,false,,,,,,,,,,,,,,
1208_0101_d_02_container_syndicatequest1_tasks,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1208_0101_d_02b_TaskHaveAndReturnItems_3_MI_Sundial_undead_shipwreck_30102,1208_0101_d_02c_TaskHaveAndReturnItems_2_MI_HomunculiTalisman_Undead_SQ1,1208_0101_d_02d_Kill_Named,,
1208_0101_d_02a_KillContribution_15_Undead,TaskKillContribution,0,1,5,,,0,0,true,0,undead_shipwreck_30102,,,false,false,false,,,,,,,Lost,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,,,,false,,,,,,,,,,,,,,
1208_0101_d_02b_TaskHaveAndReturnItems_3_MI_Sundial_undead_shipwreck_30102,TaskHaveAndReturnItems,0,1,9,1208_0101_AzothOil,,0,100,true,0,undead_shipwreck_30102,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_search_chests_POITag_generic,,,,,false,,,,,,,,,,,,,,
1208_0101_d_02c_TaskHaveAndReturnItems_2_MI_HomunculiTalisman_Undead_SQ1,TaskHaveAndReturnItems,0,1,5,1208_0101_AlchemyCatalyst,Lost,80,0,true,0,undead_shipwreck_30102,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_kill_token_POITag_generic,,,,,false,,,,,,,,,,,,,,
1208_0101_d_02d_Kill_Named,TaskKillContribution,0,1,1,,,0,0,true,0,undead_shipwreck_30102,,,false,false,false,,,,,,,Undead_Pistoleer_Named_12MB05,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,6766 2927 44,,,false,,,,,,,,,,,,,,
1208_0103_d_00_container_introtocovenant,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1208_0103_d_01_transport_npc_note,1208_0103_d_02_have_npc_note,,,
1208_0103_d_01_transport_npc_note,TaskGiveAndTakeItem,0,1,1,MI_SummonsNote,,0,100,true,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1208_0103_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1209_0101_d_00_container_covenantquest1,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1209_0101_d_01_TaskGoToPOITag_witheredfarm_2_30104,1209_0101_d_02_container_covenantquest1_tasks,,,
1209_0101_d_01_TaskGoToPOITag_witheredfarm_2_30104,TaskGoToPOITag,0,1,0,,,0,0,false,0,witheredfarm_2_30104,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1209_0101_d_01_TaskGoToPOITag_witheredfarm_2_30104,,,,,false,,,,,,,,,,,,,,
1209_0101_d_02_container_covenantquest1_tasks,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1209_0101_d_02a_Task,1209_0101_d_02c_Task,1209_0101_d_02d_Task,,
1209_0101_d_02a_Task,TaskKillContribution,0,1,9,,,0,0,true,0,witheredfarm_2_30104,,1,false,false,false,,,,,,,Withered,,0,,,,,,,,,,,,,,,,0,,@1209_0101_d_03_Task,,,,,false,,,,,,,,,,,,,,
1209_0101_d_02b_Task,TaskHaveAndReturnItems,0,1,5,1209_0101_AzothCrystal,,0,100,true,0,witheredfarm_2_30104,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_search_chests_POITag_generic,,,,,false,,,,,,,,,,,,,,
1209_0101_d_02c_Task,TaskHaveAndReturnItems,0,1,5,1209_0101_WeatheredCharm,Withered,80,0,true,0,witheredfarm_2_30104,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1209_0101_d_04_Task,,,,,false,,,,,,,,,,,,,,
1209_0101_d_02d_Task,TaskKillContribution,0,1,1,,,0,0,true,0,witheredfarm_2_30104,,1,false,false,false,,,,,,,Withered_Swarmancer_Named_12MB10,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,7532 3743 112,,,false,,,,,,,,,,,,,,
1202_0403_d_00_container_factionhandoff,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1208_0403_d_01_transport_npc_note,1208_0403_d_02_have_npc_note,,,
1208_0403_d_01_transport_npc_note,TaskGiveAndTakeItem,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1208_0403_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1202_0403_d_01_open_factionMission,TaskOpenUiScreen,0,,1,,,0,0,false,0,,,,false,false,false,,,,,OWMissionBoard,,,,0,,,,,,,,,,,,,,,,0,,@1202_0403_factionhandoff_faction_board_open,,,,,false,,,,,,,,,,,,,,
1202_0403_d_02_container_factionhandoff_faction,PartialTaskContainer,0,,1,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1202_0403_factionhandoff_faction_mission_complete,,,,,false,,,,,,,,,,1202_0403_d_02_01_Marauder_factionmission_complete,1202_0403_d_02_02_Syndicate_factionmission_complete,1202_0403_d_02_03_Covenant_factionmission_complete,,
1202_0403_d_02_01_Marauder_factionmission_complete,TaskHaveLevel,0,1,50,Marauder,,0,0,false,0,,,,false,true,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1202_0403_d_02_02_Syndicate_factionmission_complete,TaskHaveLevel,0,1,50,Syndicate,,0,0,false,0,,,,false,true,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1202_0403_d_02_03_Covenant_factionmission_complete,TaskHaveLevel,0,1,50,Covenant,,0,0,false,0,,,,false,true,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1204_0501_d_00_container_encroachingcorruption,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1204_0501_d_02_container_encroachingcorruption_Interacts,,,,
1204_0501_d_01_TalktoConstable,TaskAchievement,0,,0,S_encroachingconstable,,0,0,false,0,,,,false,false,false,,,,1204_Overseer,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0501_TalktoConstable,,7310.763 3784.777 124.859,,,false,,,,,,,,,,,,,,
1204_0501_d_02_container_encroachingcorruption_Interacts,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0501_encroachingcorruption_interact_nodes,,,,,false,,,,,,,,,,1204_0501_d_02_01_corruptednode_A,1204_0501_d_02_02_corruptednode_B,1204_0501_d_02_03_corruptednode_C,,
1204_0501_d_02_01_corruptednode_A,TaskGameEvent,0,,1,,,0,0,false,0,,,,false,false,false,,,,IO_1204_CorruptedNoduleA,,,1204_CorruptedNoduleA_interact,,0,,,,,,,,,,,,,,,,0,,@1204_0501_encroachingcorruption_nodeA,,7648.641 3932.901 102.162,,,false,,,,,,,,,,,,,,
1204_0501_d_02_02_corruptednode_B,TaskGameEvent,0,,1,,,0,0,false,0,,,,false,false,false,,,,IO_1204_CorruptedNoduleB,,,1204_CorruptedNoduleB_interact,,0,,,,,,,,,,,,,,,,0,,@1204_0501_encroachingcorruption_nodeB,,7960.376 3871.327 173.310,,,false,,,,,,,,,,,,,,
1204_0501_d_02_03_corruptednode_C,TaskGameEvent,0,,1,,,0,0,false,0,,,,false,false,false,,,,IO_1204_CorruptedNoduleC,,,1204_CorruptedNoduleC_interact,,0,,,,,,,,,,,,,,,,0,,@1204_0501_encroachingcorruption_nodeC,,7926.931 3652.230 169.574,,,false,,,,,,,,,,,,,,
1222_1501_d_00_container_intrototravel,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1222_1501_d_01_transport_npc_note,1222_1501_d_02_have_npc_note,,,
1222_1501_d_01_transport_npc_note,TaskGiveAndTakeItem,0,1,1,MI_SummonsNote,,0,100,true,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1222_1501_d_02_have_npc_note,TaskHaveAndReturnItems,0,1,1,MI_SummonsNote,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,1,,@12_task_transport_generic,,,1,,false,,,,,,,,,,,,,,
1222_1502_d_00_container_returntravel,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1222_1502_d_01_task_openmap,,,,
1222_1502_d_01_task_openmap,TaskOpenUiScreen,0,,1,,,0,0,false,0,,,,false,false,false,,,,,Map,,,,0,,,,,,,,,,,,,,,,0,,@1222_1502_d_01_task,,,,,false,,,,,,,,,,,,,,
1204_0799_container_TheHermitMB,ConsecutiveTaskContainer,0,,1,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1204_0799_d_03_GrantAchievement_Yonas_FTP,1204_0799_container_04_travel,,,
1204_0799_d_01_FinishOnboarding,TaskAchievement,0,1,1,S_factionhandoff,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0799_FinishOnboarding,,,,,false,,,,,,,,,,,,,,
1204_0799_d_02_ReachLevel12,TaskHaveLevel,0,1,12,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@9900_attainlevel10,,,,,false,,,,,,,,,,,,,,
1204_0799_d_03_GrantAchievement_Yonas_FTP,TaskUnlockAchievement,0,1,1,spiritshrine_01_40170_charted,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
1204_0799_container_04_travel,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1204_0799_TheHermitMB_OptionalFastTravel,1204_0799_TheHermitMB_GoToPOI,,,
1204_0799_TheHermitMB_OptionalFastTravel,TaskGoToPOITag,0,1,1,,,0,0,false,0,"msq_hub_hermit,spiritshrine_01_40170",,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0799_TheHermitMB_optional_FTP,,8384.807 2591.546 52.240,,,false,,,,,,,,,,,,,,
1204_0799_TheHermitMB_GoToPOI,TaskGoToPOITag,0,1,1,,,0,0,false,0,msq_hub_hermit,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0799_TheHermitMB_GoToPOI,,,,,false,,,,,,,,,,,,,,
1210_0101_d_00_container_devilhoney,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1210_0101_d_01_TaskGoToPOITag_BearDen,1210_0101_d_02_TaskGatherItems_BearDen_Honey,,,
1210_0101_d_01_TaskGoToPOITag_BearDen,TaskGoToPOITag,0,1,0,,,0,0,false,0,devilspit_30134,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1210_0101_d_01_TaskGoToPOITag_BearDen,,,,,false,,,,,,,,,,,,,,
1210_0101_d_02_TaskGatherItems_BearDen_Honey,TaskGatherItems,0,1,3,1210_0101_DevilHoney,,0,100,true,0,devilspit_30134,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_TaskGatherItems_BearDen_DevilHoney,,7774.413 3671.939 174.048,,,false,,,,,,,,,,,,,,
1202_0501_d_00_container_rightofway,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1202_0501_d_01_Task,1202_0501_d_02_container_rightofway_KillandCollect,,,
1202_0501_d_01_Task,TaskGoToPOITag,0,1,0,,,0,0,false,0,undead_bastion_30127,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1202_0501_d_01_Task,,,,,false,,,,,,,,,,,,,,
1202_0501_d_02_container_rightofway_KillandCollect,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1202_0501_d_02a_Task,1202_0501_d_02b_Task,,,
1202_0501_d_02a_Task,TaskKillContribution,0,1,9,,,0,0,false,0,,,,false,false,false,,,,,,,Bloodheart,,0,,,,,,,,,,,,,,,,0,,@1202_0501_d_02_Task,,,,,false,,,,,,,,,,,,,,
1202_0501_d_02b_Task,TaskHaveAndReturnItems,0,1,3,1202_0501_PiratedWeapons,,0,100,true,0,undead_bastion_30127,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1202_0501_d_03_Task,,,,,false,,,,,,,,,,,,,,
1203_0301_d_00_container_failed_harvest,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1203_0301_d_01_TaskGoToPOITag_Farside,1203_0301_d_00_container_failed_harvest2,,,
1203_0301_d_01_TaskGoToPOITag_Farside,TaskGoToPOITag,0,1,0,,,0,0,false,0,witheredfarm_2_30105,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0301_d_01_TaskGoToPOITag_Farside,,,,,false,,,,,,,,,,,,,,
1203_0301_d_00_container_failed_harvest2,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0301_d_01_Farside_Kill,1203_0301_d_02_TaskGatherItems_Farside_Healthy_Squash,,,
1203_0301_d_01_Farside_Kill,TaskKillContribution,0,1,7,,,0,0,true,0,witheredfarm_2_30105,,,false,false,false,,,,,,,Withered,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,,,,false,,,,,,,,,,,,,,
1203_0301_d_02_TaskGatherItems_Farside_Healthy_Squash,TaskGatherItems,0,1,3,1203_0301_HealthySquash,Squash,100,0,true,0,witheredfarm_2_30105,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_TaskGatherItems_Farside_Healthy_Squash,,,,,false,,,,,,,,,,,,,,
1203_0302_d_00_container_root_problem,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1203_0302_d_01_TaskGoToPOITag_Lakeside_Farm,1203_0302_d_00_container_root_problem2,,,
1203_0302_d_01_TaskGoToPOITag_Lakeside_Farm,TaskGoToPOITag,0,1,0,,,0,0,false,0,withered_farm_30113,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0302_d_01_TaskGoToPOITag_Lakeside_Farm,,,,,false,,,,,,,,,,,,,,
1203_0302_d_00_container_root_problem2,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0302_d_02_KillTaskSneed,1203_0302_d_02_TaskGatherItems_Lakeside_Farm,,,
1203_0302_d_02_KillTaskSneed,TaskKillContribution,0,1,1,,,0,0,true,0,withered_farm_30113,,1,false,false,false,,,,,,,Withered_Brute_Named_00,,0,,,,,,,,,,,,,,,,0,,@Generic_KillQuest,,7558.021 2947.262 79.247,,,false,,,,,,,,,,,,,,
1203_0302_d_02_TaskGatherItems_Lakeside_Farm,TaskGatherItems,0,1,1,1203_0302_HealthyCorn,Corn,100,0,true,0,withered_farm_30113,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_TaskGatherItems_Lakeside_Healthy_Corn,,7558.021 2947.262 79.247,,,false,,,,,,,,,,,,,,
1203_0401_d_00_container_fashion,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1203_0401_d_01_TaskGoToPOITag_Antares,1203_0401_d_02_container_fashion_collectsilk,,,
1203_0401_d_01_TaskGoToPOITag_Antares,TaskGoToPOITag,0,1,0,,,0,0,true,0,ancient_ruins_30121,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1203_0401_d_01_TaskGoToPOITag_Achernar,,,,,false,,,,,,,,,,,,,,
1203_0401_d_02_container_fashion_collectsilk,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1203_0402_d_02a_TaskHaveAndReturnItems_3_Silk_Achenar,1203_0402_d_02b_TaskHaveAndReturnItems_3_Silk_Anteres,,,
1203_0402_d_02a_TaskHaveAndReturnItems_3_Silk_Achenar,TaskHaveAndReturnItems,0,1,8,1203_0401_TatteredSilk,Celestial,100,0,true,0,ancient_ruins_30121,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_kill_token_POITag_Fashion,,,,,false,,,,,,,,,,,,,,
1203_0402_d_02b_TaskHaveAndReturnItems_3_Silk_Anteres,TaskHaveAndReturnItems,0,1,8,1203_0401_TatteredSilk,Celestial,100,0,true,0,ancient_ruins_30119,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_kill_token_POITag_Fashion,,,1,,false,,,,,,,,,,,,,,
1205_0501_d_00_Container_ancientcraft,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1205_0501_d_02a_TaskGoToPOITag_Achernar,1205_0501_d_02b_TaskGatherChest,1205_0501_d_01_container_ancientcraft_Antares,,
1205_0501_d_02a_TaskGoToPOITag_Achernar,TaskGoToPOITag,0,1,0,,,0,0,true,0,ancient_ruins_30119,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_travelto_POITag_generic,,,,,false,,,,,,,,,,,,,,
1205_0501_d_02b_TaskGatherChest,TaskHaveAndReturnItems,0,1,1,1205_0501_AncientArt,,0,100,true,0,ancient_ruins_30119,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1205_0501_d_01_Task,,,,,false,,,,,,,,,,,,,,
1205_0501_d_01_container_ancientcraft_Antares,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1205_0501_d_01a_TaskGoToPOITag_Antares,1205_0501_d_01b_TaskGatherChest,,,
1205_0501_d_01a_TaskGoToPOITag_Antares,TaskGoToPOITag,0,1,0,,,0,0,true,0,ancient_ruins_30121,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1205_0501_d_TaskGoTo,,,,,false,,,,,,,,,,,,,,
1205_0501_d_01b_TaskGatherChest,TaskHaveAndReturnItems,0,1,1,1205_0501_AncientArt02,,0,100,true,0,ancient_ruins_30121,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1205_0501_d_02_Task,,,,,false,,,,,,,,,,,,,,
1204_0201_d_00_container_goodwill,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1204_0201_d_01_TaskGoToPOITag_Tres_Campos,1204_0201_d_00_container_goodwill2,,,
1204_0201_d_01_TaskGoToPOITag_Tres_Campos,TaskGoToPOITag,0,1,0,,,0,0,false,0,withered_farm_3_30115,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0201_d_01_TaskGoToPOITag_Tres_Campos,,,,,false,,,,,,,,,,,,,,
1204_0201_d_00_container_goodwill2,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1204_0201_d_01_Tres_Campos_Kill,1204_0201_d_02_TaskGatherItems_Tres_Campos_Prize_Squash,,,
1204_0201_d_01_Tres_Campos_Kill,TaskKillContribution,0,1,7,,,0,0,true,0,withered_farm_3_30115,,,false,false,false,,,,,,,Withered,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,,,,false,,,,,,,,,,,,,,
1204_0201_d_02_TaskGatherItems_Tres_Campos_Prize_Squash,TaskGatherItems,0,1,1,1204_0201_PrizeSquash,Squash,100,0,true,0,withered_farm_3_30115,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_TaskGatherItems_Tres_Campos_Prize_Squash,,,,,false,,,,,,,,,,,,,,
1204_0202_d_00_container_stores,ConsecutiveTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1204_0202_d_01_Task,1204_0202_d_02_container_stores_KillandCollect,,,
1204_0202_d_01_Task,TaskGoToPOITag,0,1,0,,,0,0,false,0,withered_farm_30116,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0202_d_01_Task,,,,,false,,,,,,,,,,,,,,
1204_0202_d_02_container_stores_KillandCollect,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,1204_0202_d_02a_Task,1204_0202_d_02b_Task,,,
1204_0202_d_02a_Task,TaskKillContribution,0,1,6,,,0,0,false,0,,,,false,false,false,,,,,,,Bileblight,,0,,,,,,,,,,,,,,,,0,,@12_task_Kill_Arruda_Withered,,,,,false,,,,,,,,,,,,,,
1204_0202_d_02b_Task,TaskGatherAndReturnItems,0,1,4,1204_0202_FarsideJam,1201_JamJar,100,0,true,0,withered_farm_30116,,1,false,false,false,,,,IO_1201_JamJar,,,,,0,,,,,,,,,,,,,,,,0,,@1204_0202_d_03_Task,,,,,false,,,,,,,,,,,,,,
1205_0201_d_00_container_corruption_resistance,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1205_0201_d_01_TaskHaveItems_9_WaterT1,1205_0201_d_02_TaskHaveItems_9_BerryT1,1205_0201_d_03_TaskHaveItems_3_TinctureCorruptionT2,,
1205_0201_d_01_TaskHaveItems_9_WaterT1,TaskHaveItems,0,,9,WaterT1,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_acquire_generic,,,,,false,,,,,,,,,,,,,,
1205_0201_d_02_TaskHaveItems_9_BerryT1,TaskHaveItems,0,,9,BerryT1,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_acquire_generic,,,,,false,,,,,,,,,,,,,,
1205_0201_d_03_TaskHaveItems_3_TinctureCorruptionT2,TaskHaveItems,0,,3,TinctureCorruptionT2,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_craft_yourcamp_generic,,,,,false,,,,,,,,,,,,,,
1205_0202_d_00_container_staff_final,SimpleTaskContainer,0,,0,,,0,0,false,0,,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,1205_0202_d_01_TaskGoToPOITag_ancient_temple_lg,1205_0202_d_02_kill_30_Ancient,1205_0202_d_03_TaskHaveAndReturnItems_5_MI_Alkahest_ancient_temple_lg,,
1205_0202_d_01_TaskGoToPOITag_ancient_temple_lg,TaskGoToPOITag,0,1,0,,,0,0,false,0,ancient_temple_lg,,,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_travelto_POITag_generic,,,,,false,,,,,,,,,,,,,,
1205_0202_d_02_kill_30_Ancient,TaskKillContribution,0,1,9,,,0,0,false,0,,,,false,false,false,,,,,,,Ancient,,0,,,,,,,,,,,,,,,,0,,@12_task_destroy_enemies_generic,,,,,false,,,,,,,,,,,,,,
1205_0202_d_03_TaskHaveAndReturnItems_5_MI_Alkahest_ancient_temple_lg,TaskHaveAndReturnItems,0,1,5,MI_Alkahest,,0,100,true,0,ancient_temple_lg,,1,false,false,false,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@12_task_search_chests_POITag_generic,,,,,false,,,,,,,,,,,,,,
