TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0230_0203_d_02_loot_weapon_designs,TaskHaveAndReturnItems,,1,7,0230_0203_MccoysWeaponDesigns,,0,100,true,,mine_40306,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0230_0203_loot_chests,,,,,false,,,,,,,,,,,,,,
0230_0203_d_03_kill_mccoy,TaskKillContribution,,1,1,,,0,0,true,,mine_40306,,,false,,false,,,,,,,,Damned_GreatHammer_Named_01,,0,,,,,,,,,,,,,,,,0,,@0230_0203_kill_mccoy,,,,,false,,,,,,,,,,,,,,
0231_0201_d_00_Container_locationscout,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0231_0201_d_01_place_easel,0231_0201_d_02_place_easel,0231_0201_d_03_place_easel,,
0231_0201_d_01_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselA,,,0231_WolcottsEaselA_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0201_placeEasel1,,9982.0 6344.0 231.03,,,false,,,,,,,,,,,,,,
0231_0201_d_02_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselB,,,0231_WolcottsEaselB_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0201_placeEasel2,,10243.14 5640.72 172.98,,,false,,,,,,,,,,,,,,
0231_0201_d_03_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselC,,,0231_WolcottsEaselC_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0201_placeEasel3,,9623.76 5697.60 166.81,,,false,,,,,,,,,,,,,,
0231_0202_d_00_Container_eyeforreflection,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0231_0202_d_01_place_easel,0231_0202_d_02_place_easel,0231_0202_d_03_place_easel,,
0231_0202_d_01_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselG,,,0231_WolcottsEaselG_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0202_placeEasel1,,10161.66 5860.79 211.60,,,false,,,,,,,,,,,,,,
0231_0202_d_02_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselH,,,0231_WolcottsEaselH_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0202_placeEasel2,,10146.81 6207.30 233.56,,,false,,,,,,,,,,,,,,
0231_0202_d_03_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselI,,,0231_WolcottsEaselI_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0202_placeEasel3,,9954.68 6084.87 215.12,,,false,,,,,,,,,,,,,,
0231_0203_d_00_Container_wolcottsmasterpiece,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0231_0203_d_01_place_easel,0231_0203_d_02_place_easel,0231_0203_d_03_place_easel,,
0231_0203_d_01_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselD,,,0231_WolcottsEaselD_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0203_placeEasel1,,10293.82 6334.70 269.47,,,false,,,,,,,,,,,,,,
0231_0203_d_02_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselE,,,0231_WolcottsEaselE_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0203_placeEasel2,,10258.0 6561.0 293.94,,,false,,,,,,,,,,,,,,
0231_0203_d_03_place_easel,TaskGameEvent,,1,1,,,0,0,false,,,,,false,,false,,,,,IO_0231_WolcottsEaselF,,,0231_WolcottsEaselF_interact,,0,,,,,,,,,,,,,,,,0,,@0231_0203_placeEasel3,,10456.87 6389.31 295.45,,,false,,,,,,,,,,,,,,
0232_0201_d_00_Container_asimpletea,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0232_0201_d_01_GoToPOI,0232_0201_d_02_Task_GatherItem,,,
0232_0201_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,green_defile_40268,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0201_goto,,,,,false,,,,,,,,,,,,,,
0232_0201_d_02_Task_GatherItem,TaskHaveAndReturnItems,,1,8,0232_0201_PostrehkinLeaves,Bronzeroot,75,0,true,,green_defile_40268,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0201_d_02_Task_Gather_postrekhin_leaves,,,,,false,,,,,,,,,,,,,,
0232_0202_d_00_Container_hiddensecrets,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0232_0202_d_01_GoToPOI,0232_0202_d_02_loot_sweettreesap_partial,,,
0232_0202_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,cave_40248,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0202_goto,,,,,false,,,,,,,,,,,,,,
0232_0202_d_02_loot_sweettreesap_partial,PartialTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,0232_0202_d_02a_loot_sweettreesap,0232_0202_d_02b_loot_sweettreesap,,,
0232_0202_d_02a_loot_sweettreesap,TaskGatherItems,,1,6,0232_0202_SweetTreesap,TreeHardwoodSmall,100,0,true,,cave_40248,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0202_loot_treesap,,,,,false,,,,,,,,,,,,,,
0232_0202_d_02b_loot_sweettreesap,TaskGatherItems,,1,6,0232_0202_SweetTreesap,TreeHardwoodMedium,100,0,true,,cave_40248,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
0232_0203_d_00_Container_verdantadelphia,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0232_0203_d_01_GoToPOI,0232_0203_d_02_loot_adelphiantubers,,,
0232_0203_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,cave_40229,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0203_goto,,,,,false,,,,,,,,,,,,,,
0232_0203_d_02_loot_adelphiantubers,TaskHaveAndReturnItems,,1,2,0232_0203_AdelphianTuber,Dryad_Shaman_02BW04,100,0,true,,cave_40229,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0203_loot_tubers,,,,,false,,,,,,,,,,,,,,
0232_0204_d_00_Container_azothtreeachene,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0232_0204_d_01_GoToPOI,0230_0204_d_02_ceranousachene,0230_0204_d_03_SliceSwap_DryadYargui_On,,
0232_0204_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,azure_tree_40222,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0204_goto,,,,,false,,,,,,,,,,,,,,
0230_0204_d_02_ceranousachene,TaskHaveAndReturnItems,,1,1,0232_0204_CeranousAchene,Dryad_Archer_Named_02,100,0,true,,azure_tree_40222,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0232_0204_loot_achene_from_ceran,,,,,false,,,,,,,,,,,,,,
0230_0204_d_03_SliceSwap_DryadYargui_On,TaskUnlockAchievement,,1,1,SwapActive_DryadYargui_On,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
0233_0201_d_00_Container_bearcohabitation,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0233_0201_d_01_kill_bears,,,,
0233_0201_d_01_kill_bears,TaskKillContribution,,1,4,,,0,0,true,,brightwood8,,,false,,false,,,,,,,,Bear_Black_02BW08,,0,,,,,,,,,,,,,,,,0,,@0233_0201_kill_bears,,,,,false,,,,,,,,,,,,,,
0233_0202_d_00_Container_papabear,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0233_0202_d_01_GoToPOI,0233_0202_d_02_getringfromgren,,,
0233_0202_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,bear_den_50391,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0233_0202_goto,,,,,false,,,,,,,,,,,,,,
0233_0202_d_02_getringfromgren,TaskHaveAndReturnItems,,1,1,0233_0202_HoltsRing,Bear_Grizzly_Named_00,100,0,true,,bear_den_50391,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0233_0202_loot_ring_from_gren,,,,,false,,,,,,,,,,,,,,
0234_0201_d_00_Container_memoriesofanotherlife,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0234_0201_d_01_GoToPOI,0234_0201_d_02_loot_megara_mementos,,,
0234_0201_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,abandoned_village_40257,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0234_0201_goto,,,,,false,,,,,,,,,,,,,,
0234_0201_d_02_loot_megara_mementos,TaskHaveAndReturnItems,,1,6,0234_0201_MegaraMomentos,,0,100,true,,abandoned_village_40257,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0234_0201_loot_mementos,,,,,false,,,,,,,,,,,,,,
0234_0202_d_00_Container_homenomore,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0234_0202_d_01_GoToPOI,0234_0202_d_02_loot_journal_despair,,,
0234_0202_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,abandoned_village_40256,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0234_0202_goto,,,,,false,,,,,,,,,,,,,,
0234_0202_d_02_loot_journal_despair,TaskHaveAndReturnItems,,1,1,0234_0202_JournalDespair,,0,40,true,,abandoned_village_40256,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0234_0202_loot_journal,,,,,false,,,,,,,,,,,,,,
0234_0203_d_00_Container_tildeathdouspart,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0234_0203_d_01_GoToPOI,0234_0203_d_02_loot_megara_goodbye,,,
0234_0203_d_01_GoToPOI,TaskTriggerArea,,1,1,,,0,0,false,,abandoned_village_40257,,,false,,false,,,,,,,Enter,,,0,,,,,,,,,,,,,,,,0,02BW09_WalshCongregation,@0234_0203_goto,,9046.982 5290.975 156.6521,,,false,,,,,,,,,,,,,,
0234_0203_d_02_loot_megara_goodbye,TaskHaveAndReturnItems,,1,1,0234_0203_MegaraGoodbye,Withered_Brute_Named_06,100,0,true,,abandoned_village_40257,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0234_0203_loot_goodbye,,9046.982 5290.975 156.6521,,,false,,,,,,,,,,,,,,
0222_0001_d_00_Container_cleavevector,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,0222_0001_d_01_GoToPOI,0222_0001_d_02_loot_dispatches,,,
0222_0001_d_01_GoToPOI,TaskGoToPOITag,,1,0,,,0,0,false,,greatcleavesouthwall_40301,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0222_0001_goto,,,,,false,,,,,,,,,,,,,,
0222_0001_d_02_loot_dispatches,TaskHaveAndReturnItems,,1,6,0222_0001_CleaveDispatch,,0,100,true,,greatcleavesouthwall_40301,,,true,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@0222_0001_loot_mementos,,,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Spy_Marauder_2_step_container,M_ReturnToGiver,,,
FM_02_PVP_Spy_Marauder_2_step_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Marauder_first_ordie,FM_02_PVP_Spy_Marauder_task_ordie,,,
FM_02_PVP_Spy_Marauder_first_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Marauder_first,M_task_die_reset,,,
FM_02_PVP_Spy_Marauder_first,TaskGatherItems,,0,1,FM_PVP_Marauders_item_1,PVP_0002_DeadDropGiveItem,100,0,true,,factionarea_40278,,,true,,false,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_1_at_POI,,9722.34 5951.4 201.6,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_task_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Marauder_turnin,M_task_die_reset,,,
FM_02_PVP_Spy_Marauder_turnin,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Marauder_task,FM_02_PVP_Spy_Marauder_remove,,,
FM_02_PVP_Spy_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0003_DeadDropGiveItem,100,0,true,,factionarea_40278,,,true,,false,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_2_at_POI,,9931.0 5675.89 198.02,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Marauder_remove,TaskRemoveItem,,0,1,FM_PVP_Marauders_item_1,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
FM_02_PVP_Poach_Marauder_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Poach_Marauder_first,M_ReturnToGiver,,,
FM_02_PVP_Poach_Marauder_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Poach_Marauder_task,M_task_die_reset,,,
FM_02_PVP_Poach_Marauder_task,TaskKillContribution,,0,3,,,0,0,true,,factionarea_40278,,,true,,false,,,,,,,,Wolf_Black_02BW07,,0,,,,,,,,,,,,,,,,0,,@objective_mission_destroy_generic_at_POI,,9547.2 5867.2 199.71,,,false,,,,,,,,,,,,,,
FM_02_PVP_Control_Marauder_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Control_Marauder_first,M_ReturnToGiver,,,
FM_02_PVP_Control_Marauder_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Control_Marauder_task,M_task_die_reset,,,
FM_02_PVP_Control_Marauder_task,PatrolTask,,0,0,,,0,0,true,,abandoned_village_40253,,,true,,false,,,,,,,,,,90,,,,,,,,,,,,,,,,0,,@objective_mission_task_patrol_timer,,9754.32 5806.01 205.2,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Syndicate_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Spy_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_02_PVP_Spy_Syndicate_2_step_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Syndicate_first_ordie,FM_02_PVP_Spy_Syndicate_task_ordie,,,
FM_02_PVP_Spy_Syndicate_first_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Syndicate_first,M_task_die_reset,,,
FM_02_PVP_Spy_Syndicate_first,TaskGatherItems,,0,1,FM_PVP_Syndicate_item_1,PVP_0001_DeadDropGiveItem,100,0,false,,factionarea_40278,,,true,,false,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_1_at_POI,,9473.1 5829.34 199.11,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Syndicate_task_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Syndicate_turnin,M_task_die_reset,,,
FM_02_PVP_Spy_Syndicate_turnin,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Syndicate_task,FM_02_PVP_Spy_Syndicate_remove,,,
FM_02_PVP_Spy_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0002_DeadDropGiveItem,100,0,true,,factionarea_40278,,,true,,false,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_2_at_POI,,9722.34 5951.4 201.6,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Syndicate_remove,TaskRemoveItem,,0,1,FM_PVP_Syndicate_item_1,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
FM_02_PVP_Poach_Syndicate_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Poach_Syndicate_first,M_ReturnToGiver,,,
FM_02_PVP_Poach_Syndicate_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Poach_Syndicate_task,M_task_die_reset,,,
FM_02_PVP_Poach_Syndicate_task,TaskKillContribution,,0,3,,,0,0,true,,factionarea_40278,,,true,,false,,,,,,,,Wolf_Black_02BW07,,0,,,,,,,,,,,,,,,,0,,@objective_mission_destroy_generic_at_POI,,9694.48 5916.82 198.26,,,false,,,,,,,,,,,,,,
FM_02_PVP_Control_Syndicate_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Control_Syndicate_first,M_ReturnToGiver,,,
FM_02_PVP_Control_Syndicate_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Control_Syndicate_task,M_task_die_reset,,,
FM_02_PVP_Control_Syndicate_task,PatrolTask,,0,0,,,0,0,true,,abandoned_village_40253,,,true,,false,,,,,,,,,,90,,,,,,,,,,,,,,,,0,,@objective_mission_task_patrol_timer,,9754.32 5806.01 205.2,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Covenant_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Spy_Covenant_2_step_container,M_ReturnToGiver,,,
FM_02_PVP_Spy_Covenant_2_step_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Covenant_first_ordie,FM_02_PVP_Spy_Covenant_task_ordie,,,
FM_02_PVP_Spy_Covenant_first_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Covenant_first,M_task_die_reset,,,
FM_02_PVP_Spy_Covenant_first,TaskGatherItems,,0,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,0,true,,factionarea_40278,,,true,,false,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_1_at_POI,,9931.0 5675.89 198.02,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Covenant_task_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Covenant_turnin,M_task_die_reset,,,
FM_02_PVP_Spy_Covenant_turnin,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_02_PVP_Spy_Covenant_task,FM_02_PVP_Spy_Covenant_remove,,,
FM_02_PVP_Spy_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0001_DeadDropGiveItem,100,0,false,,factionarea_40278,,,true,,false,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_2_at_POI,,9473.1 5829.34 199.11,,,false,,,,,,,,,,,,,,
FM_02_PVP_Spy_Covenant_remove,TaskRemoveItem,,0,1,FM_PVP_Covenant_item_1,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,,,,,
FM_02_PVP_Poach_Covenant_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Poach_Covenant_first,M_ReturnToGiver,,,
FM_02_PVP_Poach_Covenant_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Poach_Covenant_task,M_task_die_reset,,,
FM_02_PVP_Poach_Covenant_task,TaskKillContribution,,0,3,,,0,0,true,,factionarea_40278,,,true,,false,,,,,,,,Wolf_Black_02BW07,,0,,,,,,,,,,,,,,,,0,,@objective_mission_destroy_generic_at_POI,,9854.98 5808 199.22,,,false,,,,,,,,,,,,,,
FM_02_PVP_Control_Covenant_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_02_PVP_Control_Covenant_first,M_ReturnToGiver,,,
FM_02_PVP_Control_Covenant_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,,FM_02_PVP_Control_Covenant_task,M_task_die_reset,,,
FM_02_PVP_Control_Covenant_task,PatrolTask,,0,0,,,0,0,true,,abandoned_village_40253,,,true,,false,,,,,,,,,,90,,,,,,,,,,,,,,,,0,,@objective_mission_task_patrol_timer,,9754.32 5806.01 205.2,,,false,,,,,,,,,,,,,,
FM_0201_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0201_tasks_first_container,M_ReturnToGiver,,,
FM_0201_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0201_leg_A_task,FM_0201_leg_B_task,FM_0201_leg_C_task,,
FM_0201_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40254,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0201_leg_B_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40328,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0201_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40310,,,true,,false,,,,,,,,Nightmare,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
