AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,IsStackableAbility,CanBeUnapplied,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnEventPassiveConditionsPass,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnHasDied,OnAttachedSpellTargetDied,OnHealed,OnSelfDamage,OnProjPassedThrough,OnContributedKill,OnHealthChanged,OnUsedConsumable,OnGatheringComplete,OnHitTakenWhileInvulnerable,OnWeaponSwap,OnStatusEffectApplied,OnInActionLongEnough,OnTargetStatusEffectRemoved,OnEventConditionalActivationChance,GatheringTradeskill,EquipLoadCategory,ExcludeFromGameModes,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,ResetConsecutiveOnSuccess,IgnoreResetConsecutiveOnDeath,DisableConsecutivePotency,TrackHitCount,MaxTrackedHitCounts,NumberOfTrackedHits,NumberOfHitsComparisonType,ResetTrackedOnSuccess,AbilityIdToCheckForTrackedHits,DamageIsRanged,DamageIsMelee,AllowSelfDamageForHitEvents,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,IgnoreDisabledAttackTypes,DamageTypes,DamageCategory,IsInCombatState,IsNotInCombatState,CheckOwnedStatusEffects,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,StatusEffectBeingApplied,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,MyMarker,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,MyManaPercent,MyManaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,MaxNumAroundMe,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AttachedTargetSpellIds,AbilityList,AbilityTrigger,IsConsumableIds,IsNotConsumableIds,InAction,InActionTime,AfterAction,LoadedAmmoCount,LoadedAmmoCountComparisonType,AttackerVitalsCategory,TargetVitalsCategory,BaseDamage,SetHealthOnFatalDamageTaken,BaseDamageReduction,CritDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,HitFromBehindDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,CritArmorPenetration,HeadshotArmorPenetration,HitFromBehindArmorPenetration,PhysicalArmor,PhysicalArmorMaxHealthMod,ElementalArmor,LinearlyScaleToDistance,RefundAmmoPercentChance,RefundConsumablePercentChance,GiveAzothPercentChance,Azoth,Knockback,WeaponAccuracy,Health,HealthPenaltyPerStackRemoved,DmgPctToHealth,HealScalingValueMultiplier,MaxHealth,Mana,ManaRate,MaxMana,ManaCostList,ManaCostMult,Stamina,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,DamageTableStatusEffectOverride,EnableCrit,EnableTaunt,CanBlockRangedOverride,PerStatusEffectOnSelf,PerStatusEffectOnSelfMax,PerStatusEffectOnTarget,PerStatusEffectOnTargetMax,DisableApplyPerStatusEffectStack,DisableScalePerTargetSEStack,ForceTakeStaminaDamage,StaminaCostList,StaminaCostFlatMod,CastSpell,DisableCastSpellDurability,SelfApplyStatusEffect,OtherApplyStatusEffect,SelfApplyStatusEffectDurations,OtherApplyStatusEffectDurations,DoNotUnequipSelfAppliedSE,UseMinAttackInfoForSelfAppliedSE,ModifySelfApplyStatusEffectDuration,NumStatusEffectsToTransfer,StatusEffectCategoryToTransfer,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumTargetStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,StatusEffectDurationCats,StatusEffectDurationMod,StatusEffectDurationMult,TargetStatusEffectDurationList,TargetStatusEffectDurationCats,TargetStatusEffectDurationMod,TargetStatusEffectDurationMult,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,ConsumableCooldownForReset,ResetConsumableCooldowns,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus,RepairDustYieldMod,ToolDurabilityLossMod,FastTravelInnCooldownMod,FastTravelAzothCostMod
Global_Armor_DurDot,,,,,,,,,,,,,,,,,false,false,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,Dot,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,-0.029999999329447746,Dot,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Armor_DurDebuff,,,,,,,,,,,,,,,,,false,false,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,Debilitate,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,-0.029999999329447746,Debilitate,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Amulet_HP,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0.029999999329447746,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Amulet_StamOnLow,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,true,1,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,Status_Perk_Amulet_StamOnLow_Timer,,false,,,0,,,,,50,LessThan,100,LessThan,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,"Status_Perk_Amulet_StamOnLow,Status_Perk_Amulet_StamOnLow_Timer",,,,true,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Amulet_ManaOnLow,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,true,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,Status_Perk_Amulet_ManaOnLow_Timer,,false,,,0,,,,,50,LessThan,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0.5,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,Status_Perk_Amulet_ManaOnLow_Timer,,,,true,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Amulet_RemoveOnLow,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,true,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,Status_Perk_Amulet_RemoveOnLow_Timer,,false,,,0,,,,,50,LessThan,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,Status_Perk_Amulet_RemoveOnLow_Timer,,,,true,false,0,0,,,,,0,0,,,All,Debuff,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Amulet_FortifyOnLow,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,true,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,Status_Perk_Amulet_FortifyOnLow_Timer,,false,,,0,,,,,50,LessThan,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,"Status_Perk_Amulet_FortifyOnLow,Status_Perk_Amulet_FortifyOnLow_Timer",,,,true,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Amulet_DurEmpower,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,Empower,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,Empower,0,0.05000000074505806,,Empower,,0.05000000074505806,0,0,,,,0,,,,,,,,,,
Global_Amulet_DurHaste,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,Haste,0,0.05000000074505806,,Haste,,0.05000000074505806,0,0,,,,0,,,,,,,,,,
Global_Amulet_DurFortify,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,"Fortify,ArmorFortify",,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0.05000000074505806,,0,0.05000000074505806,,,,0,0,0,,,,0,,,,,,,,,,
Global_Ring_HealperDmg,,,,,,,,,,,,,,,,,false,false,true,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,true,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0.009999999776482582,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Ring_ManaonHit,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,true,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0.009999999776482582,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,2,0,,,,0,,,,,,,,,,
Global_Ring_Crit,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0.029999999329447746,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Ring_DurPosion,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,Poison,,0.10000000149011612,0,0,,,,0,,,,,,,,,,
Global_Ring_DurBleed,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,Bleed,,0.10000000149011612,0,0,,,,0,,,,,,,,,,
Global_Ring_DurBurning,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,Burn,,0.10000000149011612,0,0,,,,0,,,,,,,,,,
Global_Ring_DurSlow,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,Slow,,0.10000000149011612,0,0,,,,0,,,,,,,,,,
Global_Ring_DurWeaken,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,Weaken,,0.10000000149011612,0,0,,,,0,,,,,,,,,,
Global_Ring_DurDisease,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,Disease,,0.10000000149011612,0,0,,,,0,,,,,,,,,,
Global_Ring_MaxMana,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0.10000000149011612,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Ring_Healing,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0.029999999329447746,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Earring_ThreatAdd,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0.5,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Earring_ThreatSub,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,-0.15000000596046448,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Earring_ThreatSubOnDodge,,,,,,,,,,,,,,,,,false,false,true,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,Dodge,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,-0.5,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,Status_Perk_Earring_ThreatSubOnDodge,,,,false,false,5,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,5,,,,0,,,,,,,,,,
Global_Earring_HealthOnPotion,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,true,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,Status_Perk_Earring_HealthOnPotion,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,PotionMana,,,0,,,,,,,,,,
Global_Earring_ManaOnPotion,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,true,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,Status_Perk_Earring_ManaOnPotion,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,PotionHealth,,,0,,,,,,,,,,
Global_Earring_RemoveOnPotion,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,true,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,1,0,,AbilitySpecific,,Debuff,,,,0,,0,0,,,,0,0,0,PotionRegen,,,0,,,,,,,,,,
Global_Earring_GainOnPotion,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,true,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,PotionGypsumYellow,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0.05000000074505806,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Earring_PotionCDR,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,true,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,-0.10000000149011612,,,,,,,,,,
Global_Weapon_ThreatAdd,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,0.5,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
Global_Weapon_ThreatSub,,,,,,,,,,,,,,,,,false,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,,false,false,false,,false,,false,,,,,false,0,0,0,false,,false,false,0,0,,,,false,false,,,false,false,,,,,,,,false,false,,,0,,,,,false,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,,,,,,0,,0,,,,0,,0,0,0,0,0,0,0,0,,,,,,-0.15000000596046448,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,0,,,0,,,false,,,,false,,,,false,0,,,,,,,false,,,,,false,false,0,0,,,,,0,0,,,,,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,
