AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,RequiredAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,IsStackableAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnEventPassiveConditionsPass,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnDeath,OnDeathsDoor,OnHasDied,OnBlockBreak,OnTargetBlockBreak,OnTargetSet,OnContributedKill,OnHealthChanged,OnStatusEffectApplied,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,ResetConsecutiveOnSuccess,DamageIsRanged,DamageIsMelee,AllowSelfDamageForHitEvents,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,CheckOwnedStatusEffects,StatusEffect,StatusEffectCategories,StatusEffectStackSize,StatusEffectComparison,DontHaveStatusEffect,StatusEffectBeingApplied,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,LinearlyScaleToDistance,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,ManaRate,MaxMana,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,PowerLevelOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,SelfApplyStatusEffectDurations,DoNotUnequipSelfAppliedSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Mut_Voi_Stacks_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,Mut_Voi_Stacks_2_Apply,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Voi_Leech_1,,,,,,,,,Mut_Voi_Leech_1_Heal,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,,,,,,0,,,,Mut_Voi_Leech_Block,,0,NotEqual,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,Dummy_Row,true,,,,,,,,Mut_Voi_Leech_1_Damage,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Voi_Leech_1_Heal,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,Dummy_Row,,,,,,,0,,,,Mut_Voi_Leech_1_Damage,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0.8999999761581421,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Voi_Leech_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,,,,,,0,,,,Mut_Voi_Leech_Block,,0,NotEqual,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,Dummy_Row,true,,,,,,,Mut_Voi_Leech_2_Heal,Mut_Voi_Leech_2_Damage,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Voi_Leech_2_Heal,,,,,,,,,Mut_Voi_Leech_2_Heal,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,Dummy_Row,,,,,,,0,,,,Mut_Voi_Leech_2_Damage,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,1.2000000476837158,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Voi_Chain_1,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,Mut_Voi_Chain_Timer,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,Mut_Voi_Chain_Timer,Mut_Voi_Chain_1_Cast,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Voi_Chain_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,Mut_Voi_Chain_Timer,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,Mut_Voi_Chain_Timer,Mut_Voi_Chain_2_Cast,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Voi_Death,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Voi_Death,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Nat_Thorns_1,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,Mut_Nat_Thorns_1_Effect,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Nat_Thorns_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,Mut_Nat_Thorns_2_Effect,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Nat_Pools_1,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Nat_Pools_1,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Nat_Pools_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Nat_Pools_2,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Nat_Crawler_1,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Nat_Crawler_1,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Nat_Crawler_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Nat_Crawler_2,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Nat_Death,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Nat_Death,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Ice_Slow_1,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,"Heavy,Magic,Ability",,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,Mut_Ice_Slow_1_Effect,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Ice_Slow_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,Mut_Ice_Slow_2_Effect,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Ice_SlowDamage_1,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,Slow,0,,,,,,0,,,,,,,,,,,,,0.3499999940395355,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Ice_SlowDamage_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,Slow,0,,,,,,0,,,,,,,,,,,,,0.5,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Ice_CloseZone_1,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Ice_CloseZone_1,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Ice_CloseZone_2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Ice_CloseZone_2,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Mut_Ice_DeathFreeze,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Mut_Ice_DeathFreeze,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Staggered_StaggerDamageResist,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0.5,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Swamp_Beast_Heal_On_Kill,,,,,,,,,,,,,,,,,false,,,,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Spell_Kill_Minions,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Swamp_Beast_Buff_On_Kill,,,,,,,,,,,,,,,,,false,,,,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Spell_Kill_Minions,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Swamp_Dryad_Beast_Arena_Buff,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Swamp_Beast_Scaling_Knockback,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_Pull,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,30,25,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Greataxe_Hit,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Greataxe_Judgements_Reach,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_AttackSuccess,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Spear_Hit,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_Leg_Sweep,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_AttackSuccess,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Warhammer_Hit,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,Attack_Shockwave,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_AttackSuccess,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Rapier_Hit,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,Flourish,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_AttackSuccess,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Wolf_Hit,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_02_Lunge,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_AttackSuccess,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
Yeti_Glacier_Blade,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Glacier_Blade,,,,,,,,0,,,,Yeti_GlacierBlade_Damage,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,Glacier_Blade_2,false,,,,,,,,,0,false,,,false,1,0,AbilitySpecific,Yeti_GlacierBlade_Damage,,,0,,,,0,,,,,,,,,false
AI_Dynasty_Summoner_Heal_OnHit,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Dynasty_Summoner_Siphon_Swords,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0.10000000149011612,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Siren_Chain_Lightning,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,"Attack_Stab,Attack_HeavyStab,Attack_Slash,Attack_Sweep,Attack_SweepAdditive,Attack_SweepFinisher,Attack_DodgeStab,Attack_DashStab,Attack_LightningSpear",,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Lost_Siren_ChainLightning,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Ball_Chain_Lightning,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Spell_BallLightningChainApply,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Ball_Lightning_ChainLightning,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Naga_AncientGuardian_StamDam,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0.10000000149011612,0,,,,0.10000000149011612,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_DryadSiren_Chain_Lightning,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,"Attack_Stab,Attack_HeavyStab,Attack_Slash,Attack_Sweep,Attack_SweepAdditive,Attack_SweepFinisher,Attack_DodgeStab,Attack_DashStab,Attack_LightningSpear",,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Dryad_Siren_ChainLightning,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_DryadSiren_Phase2_Ability,,,,,,,,,"AI_DryadSiren_Spin_Phase2_A,AI_DryadSiren_Spin_Phase2_B,AI_DryadSiren_Spin_Phase2_C,AI_DryadSiren_Spin_Phase2_D",,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_DryadSiren_Phase3_Ability,,,,,,,,,"AI_DryadSiren_Spin_Phase3_A,AI_DryadSiren_Spin_Phase3_B,AI_DryadSiren_Spin_Phase3_C,AI_DryadSiren_Spin_Phase3_D,AI_DryadSiren_Spin_Phase3_E,AI_DryadSiren_Spin_Phase3_F",,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Gravedigger_SiphonLifeSteal,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Undead_GraveDigger_Siphon,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,1,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Gravedigger_MinStamDMGReceived,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,"Light,Heavy,Ability",,,AI_GraveDigger_SiphonSpell,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Gravedigger_TakeMinStamDMG,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Thorpe_Scaling_Knockback,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_Force_Grab,,,,,,,,0,,,,AI_Thorpe_Force_Grab_Tracker,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,30,25,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,AI_Thorpe_Force_Grab_Tracker,0,,,,0,,,,,,,,,false
AI_Thorpe_Darkness_Calls_Key,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_Darkness_Calls,,,,,,,,0,,,,AI_Thorpe_Darkness_Calls_Tracker,,0,NotEqual,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,Attack_Darkness_Calls,,false,,,,,,,,AI_Thorpe_Darkness_Calls_Tracker,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Thorpe_FTUE_PlayerAbilityBonusDMG,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,Ability,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,-0.5,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_UndeadBrute_Consumeuff,,,,,,,,,,,,,,,,,false,,,,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Spell_Consume,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,UndeadBrute_Consume,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_AdmiralBrute_CannonStormImmunity,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,Cannon_Storm,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,1,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_AdmiralBrute_Blackpowder,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,Fire,,AI_AdmiralBrute_Blackpowder,,0,,AI_AdmiralBrute_EffectsResist,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_AdmiralBrute_Blackpowder_Burn,,10,true,,,false,0,0,AbilitySpecific,AI_AdmiralBrute_Blackpowder,,,0,,,,0,,,,,,,,,false
AI_AdmiralBrute_BomberBlackpowder,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,Fire,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,"AI_AdmiralBrute_Blackpowder_Cast,AI_AdmiralBrute_BomberKill",,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_AdmiralBrute_BarrelFireDamage,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,Fire,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_AdmiralBrute_BarrelFireDamage,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_AdmiralBrute_BarrelFireDamageBoss,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,,,0,,,AI_AdmiralBrute_BarrelExplode,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_AdmiralBrute_BarrelFireDamage,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_AdmiralBrute_BarrelDeath,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,AI_AdmiralBrute_BarrelFireDamage,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,AI_AdmiralBrute_Blackpowder_BarrelDeath_Fire,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
