AbilityID,DisplayName,Description,UICategory,UISpellForManaCheck,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,UnlockDefault,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnHealed,OnHealthChanged,OnWeaponSwap,OnStatusEffectApplied,OnInActionLongEnough,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,NumberOfTrackedHits,NumberOfHitsComparisonType,ResetTrackedOnSuccess,AbilityIdToCheckForTrackedHits,DamageIsRanged,DamageIsMelee,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,DamageCategory,IsInCombatState,IsNotInCombatState,CheckOwnedStatusEffects,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,StatusEffectBeingApplied,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,MyMarker,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,CritDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,stagger damage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,Stamina,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,PowerLevelOverride,EnableCrit,CanBlockRangedOverride,PerStatusEffectOnSelf,PerStatusEffectOnSelfMax,PerStatusEffectOnTarget,DisableApplyPerStatusEffectStack,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,DoNotUnequipSelfAppliedSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,StatusEffectDurationCats,StatusEffectDurationMod,StatusEffectDurationMult,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Helper_Greatsword_Counter_BonusCrit,,,,,,,,,,,true,Greatsword,,Upgrade_Greatsword_Counter_2,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"Greatsword_Counter,Greatsword_Counter_1,Greatsword_Counter_2,Greatsword_Counter_3",,,,,,false,,,Greatsword_Stance_Offense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0.25,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Greatsword_Counter_BonusLifesteal,,,,,,,,,,,true,Greatsword,,Upgrade_Greatsword_Counter_2,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,true,6,,5,LessThanOrEqual,false,,,false,,,,"Greatsword_Counter,Greatsword_Counter_1,Greatsword_Counter_2,Greatsword_Counter_3",,,,,,false,,,Greatsword_Stance_Defense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0.20000000298023224,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Ability_Greatsword_DrainAttack,@Ability_Greatsword_DrainAttack_MasterName,@Ability_Greatsword_DrainAttack_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability05.png,,Play_UI_WeaponSkills_Greatsword_Ability_5,,,,false,Greatsword,,,1,2,0,true,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"Greatsword_DrainAttack1,Greatsword_DrainAttack2",,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,20,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0.15000000596046448,0,Ability_Greatsword_DrainAttack,,,0,,,,
Upgrade_Greatsword_Drain_1,@Upgrade_Greatsword_Drain_1_MasterName,@Upgrade_Greatsword_Drain_1_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability05_Mod01.png,,,,,,false,Greatsword,,,1,3,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,Greatsword_DrainAttack1,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_DrainAttack_Heal,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Upgrade_Greatsword_Drain_1,,,,,,,,,,,true,Greatsword,,Upgrade_Greatsword_Drain_1,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,Greatsword_DrainAttack1,,,,,,false,,,Greatsword_Stance_Defense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,Common_DamageOverTime_Override,true,,,,false,false,0,,false,,,,"Greatsword_Stacking_Bleed,Greatsword_Stacking_Bleed",,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Upgrade_Greatsword_Drain_2,@Upgrade_Greatsword_Drain_2_MasterName,@Upgrade_Greatsword_Drain_2_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability05_Mod02.png,,,,,,false,Greatsword,,,1,4,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,Greatsword_DrainAttack2,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0.10000000149011612,0,Ability_Greatsword_DrainAttack,AllExcept,,-0.20000000298023224,,,,
Ability_Greatsword_Burst,@Ability_Greatsword_Burst_MasterName,@Ability_Greatsword_Burst_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability06.png,,Play_UI_WeaponSkills_Greatsword_Ability_6,,,,false,Greatsword,,,1,1,4,true,false,false,,,,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"Greatsword_Burst,Greatsword_Burst_Push,Greatsword_Burst_Pull",,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Stacking_Fortify,,,,,,0,,,,,,,,,,0,0,,,0,0,Ability_Greatsword_Burst,,,0,,,,
Upgrade_Greatsword_Burst_1,@Upgrade_Greatsword_Burst_1_MasterName,@Upgrade_Greatsword_Burst_1_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability06_Mod01.png,,,,,,false,Greatsword,,,1,3,4,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,Ability_Greatsword_Burst,AfterPerform,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,2,,AbilitySpecific,,Debuff,,,,,,0,0,,,0,0,,,,0,,,,
Upgrade_Greatsword_Burst_2,@Upgrade_Greatsword_Burst_2_MasterName,@Upgrade_Greatsword_Burst_2_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability06_Mod02.png,,,,,,false,Greatsword,,,1,4,4,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Upgrade_Greatsword_Burst_3,@Upgrade_Greatsword_Burst_3_MasterName,@Upgrade_Greatsword_Burst_3_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ability06_Mod03.png,,,,,,false,Greatsword,,,1,4,3,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"Greatsword_Burst,Greatsword_Burst_Push,Greatsword_Burst_Pull",,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Burst_NoInterrupt,Greatsword_Burst_Weaken,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_1,@Passive_Greatsword_Def_1_MasterName,@Passive_Greatsword_Def_1_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive09.png,,,,,,false,Greatsword,,,1,0,3,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,99,GreaterThan,0,,0,,,,,,,,,,,,0,,0,0.20000000298023224,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_FortifyFullHealth,,,,,,0,,,,,,,,,,0,0,,,20,0,,,,0,,,,
Passive_Greatsword_Def_2,@Passive_Greatsword_Def_2_MasterName,@Passive_Greatsword_Def_2_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive10.png,,,,,,false,Greatsword,,,1,0,1,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"GreatSword_PrimaryAttack3,GreatSword_HeavyAttack3",,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,Debuff,0,-0.10000000149011612,,,5,0,,,,0,,,,
Passive_Greatsword_Def_3,@Passive_Greatsword_Def_3_MasterName,@Passive_Greatsword_Def_3_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive11.png,,,,,,false,Greatsword,,,1,1,1,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,GreatswordBuff,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0.029999999329447746,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,true,4,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_4,@Passive_Greatsword_Def_4_MasterName,@Passive_Greatsword_Def_4_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive12.png,,,,,,false,Greatsword,,,1,1,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,Greatsword_Stance_Defense,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_NextHitReduce,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_5,@Passive_Greatsword_Def_5_MasterName,@Passive_Greatsword_Def_5_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive13.png,,,,,,false,Greatsword,,,1,2,3,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,true,,,,0,,,Greatsword_Stance_Defense,,,,,,,,,,0,,0,,0,,,,,,,,,,,Block_Upperbody,2,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Stance_Defense,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_6,@Passive_Greatsword_Def_6_MasterName,@Passive_Greatsword_Def_6_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive14.png,,,,,,false,Greatsword,,,1,2,1,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,"GreatSword_HeavyAttack1,GreatSword_HeavyAttack2,GreatSword_HeavyAttack3",,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,Common_DamageOverTime_Override,true,,,,false,false,0,,false,,,,Greatsword_Stacking_Bleed,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_7,@Passive_Greatsword_Def_7_MasterName,@Passive_Greatsword_Def_7_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive15.png,,,,,,false,Greatsword,,,1,3,1,false,false,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,-0.10000000149011612,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,true,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_8,@Passive_Greatsword_Def_8_MasterName,@Passive_Greatsword_Def_8_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Passive16.png,,,,,,false,Greatsword,,,1,4,2,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,true,,,,,,,,,,false,,,,0,,,,,,,,,,,BlockEarly,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,Greatsword_Stacking_Rend,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Passive_Greatsword_Def_8_BlockReduce,,,,,,,,,,,true,Greatsword,,Passive_Greatsword_Def_8,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,BlockEarly,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0.5,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Ultimate_Greatsword_Defense,@Ultimate_Greatsword_Defense_MasterName,@Ultimate_Greatsword_Defense_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Ult02.png,,Play_UI_WeaponSkills_GreatSword_Ultimate_2,,,,false,Greatsword,,,1,5,2,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,Greatsword_Passive_RecentBlock,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0.05000000074505806,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Ultimate_Greatsword_Defense_RecentBlock,,,,,,,,,,,true,Greatsword,,Ultimate_Greatsword_Defense,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_RecentBlock,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Ultimate_Greatsword_Defense,,,,,,,,,,,true,Greatsword,,Ultimate_Greatsword_Defense,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Passive_RecentBlock,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0.15000000596046448,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Info_Greatsword_Stance_Offense,@Info_Greatsword_Stance_Offense_MasterName,@Info_Greatsword_Stance_Offense_Description,Melee Damage,,lyshineui/images/icons/abilities/greatsword_Info01.png,,,,,,false,Greatsword,,,0,0,0,false,false,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Info_Greatsword_Stance_Defense,@Info_Greatsword_Stance_Defense_MasterName,@Info_Greatsword_Stance_Defense_Description,Magic Damage,,lyshineui/images/icons/abilities/greatsword_Info02.png,,,,,,false,Greatsword,,,1,0,4,false,false,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_8_OLD_HealOnStanceChange,,,Magic Damage,,lyshineui/images/icons/abilities/voidmagic_Ability04_Mod04.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,"Greatsword_Stance_Offense,Greatsword_Stance_Defense",,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_StanceChangeHeal,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_8_OLD_EmpowerOnStanceChange,,,Melee Damage,,lyshineui/images/icons/abilities/musket_Ability05.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,"Greatsword_Stance_Offense,Greatsword_Stance_Defense",,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_StanceChangeEmpower,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_7_OLD_CritChanceBonus,,,Melee Damage,,lyshineui/images/icons/abilities/musket_Ability05.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0.30000001192092896,0,0.15000000596046448,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Ultimate_Greatsword_Offense_OLD_StackingCrit,,,Melee Damage,,lyshineui/images/icons/abilities/sword_Passive01.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Stance_Offense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,true,,,Greatsword_Passive_CritRate,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_6_OLD_OffenseLastsLonger,,,Melee Damage,,lyshineui/images/icons/abilities/musket_Ability05.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,Greatsword_Stance_Offense,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,Stance,5,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_6_OLD_DefenseLastsLonger,,,Magic Damage,,lyshineui/images/icons/abilities/voidmagic_Ability04_Mod04.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,Greatsword_Stance_Defense,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,Stance,5,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_3_OLD_StaminaOnSkillHit,,,Magic Damage,,lyshineui/images/icons/abilities/voidmagic_Ability04_Mod04.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,Ability,,,false,,,,0,,,Greatsword_Passive_StaminaGain,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,10,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,3,0,,,,0,,,,
Passive_Greatsword_Def_6_Old_RandHealWhileLow,,,Magic Damage,,lyshineui/images/icons/abilities/voidmagic_Ability04_Mod04.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,50,LessThan,0,,0,,,,,,,,,,,,0,,0,0.10000000149011612,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Upgrade_Greatsword_Drain_1_OLD_RemoveDoTIfInDefense,,,,,,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,Greatsword_DrainAttack1,,,,,,false,,,Greatsword_Stance_Defense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,1,,AbilitySpecific,,DoT,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Upgrade_Greatsword_Counter_1_OLD_Level3_Counter,,,,,,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Counter_BlockCount,2,Equal,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,Greatsword_Counter,0.009999999776482582,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Counter_BlockCount,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Off_6_OLD_StaminaOnCrit,,,Melee Damage,,lyshineui/images/icons/abilities/musket_Ability05.png,,,,,,false,Greatsword,,,0,2,3,false,false,false,,,,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,,Greatsword_Stance_Offense,,,,,,,,,0,,50,LessThan,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,5,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0.15000000596046448,0,,,,0,,,,
