TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
95A_S02_HardBoiled_GoToCorsica,TaskGoToPOITag,,0,0,1,,,0,,,false,,BrimstoneSands_Settlement_01,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_GoToCorsica_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_HardBoiled_TalkToSharif,TaskConversationTopic,,0,0,1,95A_Sharif_s02_03,,0,,,false,,BrimstoneSands_Settlement_01,,,,,false,0,,,,,95A_Sharif_Topic02,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_HardBoiled_TalkToSharif_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_HardBoiled_SharifDialog2,TaskUnlockAchievement,,0,0,1,95A_Sharif02,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
Voices of the Desert,,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_Cutscene_Container,95A_S02_VoicesoftheDesert_Corsica_Container,95A_S02_VoicesoftheDesert_Craft_Container,95A_S02_VoicesoftheDesert_ReturnRima_Container,95A_S02_VoicesoftheDesert_ReturnCorsica_Container
95A_S02_VoicesoftheDesert_Cutscene_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_Preloop_Unlock,95A_S02_VoicesoftheDesert_Trigger_IGC,95A_S02_VoicesoftheDesert_Performance_Container,95A_S02_VoicesoftheDesert_RimaTavern_Container,
95A_S02_VoicesoftheDesert_EnterTavern,TaskTriggerArea,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,TV_95A_S02_VoicesoftheDesert_EnterTavern,@95A_S02_VoicesoftheDesert_EnterTavern_Desc,,6437.0952 8497.679168.3138,0,,1,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Preloop_Unlock,TaskUnlockAchievement,,0,0,1,Unlock_95A_S02_RimaPreLoopIGC,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Trigger_IGC,TaskTriggerArea,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,Enter,,,0,,,,,,,,,,,,,,,,,TV_95A_S02_VoicesoftheDesert_Cutscene_Start,@95A_S02_VoicesoftheDesert_EnterTavern_Desc,,6439.791 8499.6328 168.31,0,,1,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Performance_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_Performance_Start,95A_S02_VoicesoftheDesert_Performance_Fallthrough_partial,95A_S02_VoicesoftheDesert_Performance_Complete,,
95A_S02_VoicesoftheDesert_Performance_Start,TaskUnlockAchievement,,0,0,1,Unlock_95A_S02_RimaSongIGC,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Performance_Fallthrough_partial,PartialTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_Performance_Duration,95A_S02_VoicesoftheDesert_Performance_ESCcheck,,,
95A_S02_VoicesoftheDesert_Performance_Duration,TaskTimer,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Performance_ESCcheck,TaskOpenUiScreen,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,HUD,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Performance_Complete,TaskUnlockAchievement,,0,0,1,Watched_95A_S02_RimaSongIGC,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_RimaTavern_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_Rima_SwapIn_Tavern,95A_S02_VoicesoftheDesert_TalkToRima,95A_S02_VoicesoftheDesert_Rima_Dialog1,95A_S02_VoicesoftheDesert_GiveSongRecipe,
95A_S02_VoicesoftheDesert_Rima_SwapIn_Tavern,TaskUnlockAchievement,,0,0,1,SwapActive_Season2_Rima_1,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_TalkToRima,TaskConversationTopic,,0,0,1,95A_Rima_s02_01,,0,,,false,,BrimstoneSands_Settlement_01,,,,,false,0,,,,,95A_Rima_Topic01,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_TalkToRima_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Rima_Dialog1,TaskUnlockAchievement,,0,0,1,95A_Rima01,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GiveSongRecipe,TaskGiveItem,,0,0,1,95A_S02_VoicesoftheDesert_Song_WorkOrder,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Corsica_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_RimaTavern_Container,95A_S02_VoicesoftheDesert_Library_Container,95A_S02_VoicesoftheDesert_Zander_Container,95A_S02_VoicesoftheDesert_Flute_Container,95A_S02_VoicesoftheDesert_Music_Container
95A_S02_VoicesoftheDesert_Flute_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_UnlockSpiritShrine,95A_S02_VoicesoftheDesert_GoFlute,95A_S02_VoicesoftheDesert_CollectFlute,,
95A_S02_VoicesoftheDesert_Library_Container,SimpleTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_Library_Desc,,,0,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_FuteBook,95A_S02_VoicesoftheDesert_PeacockBook,95A_S02_VoicesoftheDesert_DogBook,,
95A_S02_VoicesoftheDesert_FuteBook,TaskAchievement,,0,0,1,Lore_unlock_95A_BloodOfTheSands_Title_04_01,,0,,,false,,BrimstoneSands_Settlement_01,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_FluteBook_Desc,,6480.207031 8310.647461 169.921,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PeacockBook,TaskAchievement,,0,0,1,Lore_unlock_95A_BloodOfTheSands_Title_02_01,,0,,,false,,BrimstoneSands_Settlement_01,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_PeacockBook_Desc,,6478.263184 8317.653320 169.66,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_DogBook,TaskAchievement,,0,0,1,Lore_unlock_95A_BloodOfTheSands_Title_01_01,,0,,,false,,BrimstoneSands_Settlement_01,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_DogBook_Desc,,6465.276367 8312.319336 169.93,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GoFlute,TaskGoToPOITag,,0,0,1,,,0,,,false,,brimstonesands12,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_GoFlute_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CollectFlute,TaskGatherAndReturnItems,,0,0,1,95a_s02_SatyrFlute_item,95A_S02_SatyrFlute,100,,,false,,brimstonesands12,,,,,false,0,,,,IO_95A_S02_SatyrFlute,,,95A_S02_SatyrFlute_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CollectFlute_Desc,,7616.786 8309.854 234.619,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_UnlockSpiritShrine,TaskUnlockAchievement,,0,0,1,spiritshrine_30436_charted,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Music_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_Peacock_Container,95A_S02_VoicesoftheDesert_Jackal_Container,95A_S02_VoicesoftheDesert_Lion_Container,,
95A_S02_VoicesoftheDesert_Lion_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_GoLions,95A_S02_VoicesoftheDesert_PlaceMeat,95A_S02_VoicesoftheDesert_TakeMeat,95A_S02_VoicesoftheDesert_LionSong_Container,
95A_S02_VoicesoftheDesert_Zander_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_TalkToZander,95A_S02_VoicesoftheDesert_Zander_Dialog1,95A_S02_VoicesoftheDesert_CollectItems_Container,95A_S02_VoicesoftheDesert_CraftMeat,
95A_S02_VoicesoftheDesert_TalkToZander,TaskConversationTopic,,0,0,1,95A_Zander_s02_01,,0,,,false,,BrimstoneSands_Settlement_01,,,,,false,0,,,,,95A_Zander_Topic01,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_TalkToZander_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Zander_Dialog1,TaskUnlockAchievement,,0,0,1,95A_Zander01,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CollectItems_Container,SimpleTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_GiveLionRecipe,95A_S02_VoicesoftheDesert_GiveLionSpices,95A_S02_VoicesoftheDesert_GiveLionMeat,,
95A_S02_VoicesoftheDesert_GiveLionRecipe,TaskGiveItem,,0,0,1,95A_S02_VoicesoftheDesert_LionMeat_WorkOrder,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GiveLionSpices,TaskGiveItem,,0,0,3,95A_S02_VoicesoftheDesert_LionMeatSpice_item,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GiveLionMeat,TaskGiveItem,,0,0,1,95A_S02_VoicesoftheDesert_LionMeatRaw_item,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CollectSpice,TaskGatherAndReturnItems,,0,0,3,95A_S02_VoicesoftheDesert_LionMeatSpice_item,95A_S02_LionMeatSpice,100,,,false,,,,,,,false,0,,,,IO_95A_S02_LionMeatSpice,,,95A_S02_LionMeatSpice_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CollectSpice_Desc,,6386.426 8606.292 160.744,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CollectMeat,TaskHaveAndReturnItems,,0,0,1,95A_S02_VoicesoftheDesert_LionMeatRaw_item,wolf,100,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CollectMeat_Desc,,6614.601074 8385.836914 173.760727,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CraftMeat,TaskCraftRecipe,,0,0,1,,,0,,,false,,,,,,,false,0,,95A_S02_VoicesoftheDesert_LionMeat_item,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CraftMeat_Desc,,6396.365234 8449.779297 163.012329,0,,1,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GoLions,TaskGoToPOITag,,0,0,1,,,0,,,false,,ancient_ruins_lg_30317,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_GoLions_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PlaceMeat,TaskGameEvent,,0,0,1,,,0,,,false,,ancient_ruins_lg_30317,,,,,false,0,,,,IO_95A_S02_LionDish,,,95A_S02_LionDish_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_PlaceMeat_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_TakeMeat,TaskRemoveItem,,0,0,1,95A_S02_VoicesoftheDesert_LionMeat_item,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_LionSong_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_PerformLionSong,95A_S02_VoicesoftheDesert_GiveLionSong,,,
95A_S02_VoicesoftheDesert_GoToLionSpot,TaskTriggerArea,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,Stay Inside,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PerformLionSong,TaskGameEvent,,0,0,1,,,0,,,false,,,,,,,false,0,,,,IO_95A_S02_LionSong,,,95A_S02_LionSong_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_PerformLionSong_Desc,,7538.253 7951.698 245.8521,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GiveLionSong,TaskGiveItem,,0,0,1,95a_s02_LionSong_item,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Peacock_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_GoPeacocks,95A_S02_VoicesoftheDesert_CollectFeathers,95A_S02_VoicesoftheDesert_InteractStatue,95A_S02_VoicesoftheDesert_TakeFeathers,95A_S02_VoicesoftheDesert_PeacockSong_Container
95A_S02_VoicesoftheDesert_GoPeacocks,TaskGoToPOITag,,0,0,1,,,0,,,false,,beast_den_30406,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_GoPeacocks_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CheckStatue,TaskGameEvent,,0,0,1,MB_MSQ2_Robes_Chest,,0,,,false,,,,,,,false,0,,,,IO_MB_MSQ2_Robes_Chest,,,MB_MSQ2_Robes_Chest_interact,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_CollectFeathers,TaskGatherAndReturnItems,,0,0,3,95a_s02_PeacockFeather_item,95A_S02_PeacockFeathers,100,,,false,,beast_den_30406,,,,,false,0,,,,IO_95A_S02_PeacockFeathers,,,95A_S02_PeacockFeathers_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CollectFeathers_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_InteractStatue,TaskGameEvent,,0,0,1,,,0,,,false,,,,,,,false,0,,,,IO_95A_S02_PeacockStatue,,,95A_S02_PeacockStatue_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_InteractStatue_Desc,,7738.108887 8257.628906 230.201935,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_TakeFeathers,TaskRemoveItem,,0,0,3,95a_s02_PeacockFeather_item,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PeacockSong_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_PerformBirdSong,95A_S02_VoicesoftheDesert_GiveBirdSong,,,
95A_S02_VoicesoftheDesert_GoToBirdSpot,TaskTriggerArea,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,Stay Inside,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PerformBirdSong,TaskGameEvent,,0,0,1,,,0,,,false,,,,,,,false,0,,,,IO_95A_S02_PeacockSong,,,95A_S02_PeacockSong_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_PerformBirdSong_Desc,,7745.9843 8263.4814 234.1049,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GiveBirdSong,TaskGiveItem,,0,0,1,95a_s02_PeacockSong_item,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Jackal_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_GoJackals,95A_S02_VoicesoftheDesert_TalkToJackal,95A_S02_VoicesoftheDesert_Jackal_Dialog1,95A_S02_VoicesoftheDesert_JackalSong_Container,
95A_S02_VoicesoftheDesert_GoJackals,TaskTriggerArea,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,Stay Inside,,,0,,,,,,,,,,,,,,,,,95A_FindJackal,@95A_S02_VoicesoftheDesert_GoJackals_Desc,,7696.563477 8041.402832 238.640610,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_TalkToJackal,TaskConversationTopic,,0,0,1,1661_Jackal,,0,,,false,,,,,,,false,0,,,,,95A_Jackal_Topic01,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_TalkToJackal_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Jackal_Dialog1,TaskUnlockAchievement,,0,0,1,95A_Jackal01,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_JackalSong_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_PerformDogSong,95A_S02_VoicesoftheDesert_GiveDogSong,,,
95A_S02_VoicesoftheDesert_GoToDogSpot,TaskTriggerArea,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,Stay Inside,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PerformDogSong,TaskGameEvent,,0,0,1,,,0,,,false,,,,,,,false,0,,,,IO_95A_S02_JackalSong,,,95A_S02_JackalSong_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_PerformDogSong_Desc,,7695.534180 8045.202637 238.590042,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_GiveDogSong,TaskGiveItem,,0,0,1,95a_s02_JackalSong_item,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Craft_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CraftSong_Desc,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_CraftSong,,,,
95A_S02_VoicesoftheDesert_CraftSong,TaskCraftRecipe,,0,0,1,,,0,,,false,,,,,,,false,0,,95a_s02_VoicesoftheDesertSong_item,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_CraftSong_Desc,,6412.484375 8402.017578 163.878693,0,,1,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_ReturnRima_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_SwapRima_Container,95A_S02_VoicesoftheDesert_Grove_Container,,,
95A_S02_VoicesoftheDesert_SwapRima_Container,SimpleTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_Rima_Swap_FromCorsica,95A_S02_VoicesoftheDesert_Rima_Swap_ToGrove,,,
95A_S02_VoicesoftheDesert_Rima_Swap_FromCorsica,TaskLockAchievement,,0,0,1,SwapActive_Season2_Rima_1,,0,,,false,,,,,,,true,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Rima_Swap_ToGrove,TaskUnlockAchievement,,0,0,1,SwapActive_Season2_Rima_2,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Grove_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_GoJupiter,95A_S02_VoicesoftheDesert_TalkRima_Container,95A_S02_VoicesoftheDesert_PerformRimaSong,95A_S02_VoicesoftheDesert_UnlockRimasRoom,95A_S02_VoicesoftheDesert_Lute_Container
95A_S02_VoicesoftheDesert_GoJupiter,TaskGoToPOITag,,0,0,1,,,0,,,false,,phantomtree_30310,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_GoJupiter_Desc,,6726.259277 7768.402344 49.039078,0,,TRUE,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_UnlockRimasRoom,TaskUnlockAchievement,,0,0,1,95A_RimasRoom,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_TalkRima_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_TalkToRimaSong,95A_S02_VoicesoftheDesert_Rima_Dialog2,,,
95A_S02_VoicesoftheDesert_TalkToRimaSong,TaskConversationTopic,,0,0,1,95A_Rima_s02_02,,0,,,false,,phantomtree_30310,,,,,false,0,,,,,95A_Rima_Topic02,,,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_TalkToRimaSong_Desc,,,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Rima_Dialog2,TaskUnlockAchievement,,0,0,1,95A_Rima02,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_PerformRimaSong,TaskGameEvent,,0,0,1,,,0,,,false,,,,,,,false,0,,,,IO_95A_S02_OpenCaveSong,,,95A_S02_OpenCaveSong_interact,,0,,,,,,,,,,,,,,,,,,@95A_S02_VoicesoftheDesert_PerformRimaSong_Desc,,6729.985840 7769.521484 49.041817,0,,,0,,,,,,,,,,,,,
95A_S02_VoicesoftheDesert_Lute_Container,ConsecutiveTaskContainer,,0,0,0,,,0,,,false,,,,,,,false,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,95A_S02_VoicesoftheDesert_GoToLuteSpot,95A_S02_VoicesoftheDesert_CollectLute,95A_S02_VoicesoftheDesert_TalkToRimaReturn,95A_S02_VoicesoftheDesert_TakeLute,95A_S02_VoicesoftheDesert_Rima_Dialog3
95A_S02_VoicesoftheDesert_GoToLuteSpot,TaskTriggerArea,,0,0,1,,,0,,,false,,,,,,,false,0,,,,,,Stay Inside,,,0,,,,,,,,,,,,,,,,,95A_EnterLuteRoom,@95A_S02_VoicesoftheDesert_CollectLute_Desc,,6732.654785 7767.912598 52.030228,0,,1,0,,,,,,,,,,,,,
